date,prueba_de_produccion_petróleo_a_24_horas_bbld,prueba_de_producción_gas_a_24_horas_mcfd,bsw_pct,gravedad_api_del_petroleo,salinidad_ppm_pu,presion_de_intake_psi,frecuencia_bomba_hz,amperaje_bomba_amp,presion_de_tubing_psi,presion_de_casing_psi,temperatura_de_la_bomba_deg_f,etapas_de_la_bomba,delta_1,slope_7,slope_14,ratio14,pred_evento
2015-06-14,136.0,3.0,88.02,27.7,,,,,100.0,,,,123.0,-15.11,-6.35,0.16,1
2015-06-24,133.0,3.0,88.03,27.7,,,,,100.0,,,,-24.0,-5.36,-4.77,-0.09,0
2015-06-26,134.0,3.0,87.99,27.7,,,,,100.0,,,,5.0,-9.11,-5.01,-0.03,0
2015-06-30,133.0,3.0,88.03,27.7,,,,,100.0,,,,-5.0,-0.14,-8.53,0.06,0
2015-07-01,126.0,3.0,88.03,27.7,,,,,80.0,,,,-58.0,-2.82,-7.8,-0.15,0
2015-07-07,132.0,3.0,87.98,27.7,,,,,100.0,,,,45.0,3.36,-4.36,-0.12,0
2015-07-10,132.0,3.0,88.01,27.7,,,,,100.0,,,,3.0,-6.82,-2.33,-0.07,0
2015-07-13,130.0,3.0,88.04,27.7,,,,,100.0,,,,-14.0,-4.11,-5.8,0.06,0
2015-07-17,128.0,3.0,88.03,27.7,,,,,100.0,,,,-18.0,-5.04,-3.83,-0.12,0
2015-07-20,128.0,3.0,88.03,27.7,,,,,100.0,,,,0.0,-3.75,-5.31,-0.02,0
2015-07-23,132.0,3.0,87.97,27.7,,,,,100.0,,,,28.0,1.5,-2.6,-0.08,0
2015-07-25,129.0,3.0,87.99,27.7,,,,,100.0,,,,-23.0,-3.5,-2.04,-0.05,0
2015-07-29,133.0,3.0,87.93,27.7,,,,,100.0,,,,28.0,0.18,-0.13,-0.03,0
2015-08-13,133.0,3.0,88.03,27.7,,,,,100.0,,,,9.0,5.11,-2.0,0.1,0
2015-08-17,130.0,3.0,88.04,27.7,,,,,100.0,,,,-24.0,5.11,-0.92,-0.04,0
2015-08-19,131.0,3.0,88.0,27.7,,,,,100.0,,,,5.0,3.07,-0.29,-0.02,0
2015-08-20,133.0,3.0,87.97,27.7,,,,,100.0,,,,14.0,1.71,1.0,-0.01,0
2015-08-22,130.0,3.0,88.0,27.7,,,,,100.0,,,,-23.0,0.57,1.5,-0.03,0
2015-08-24,135.0,3.0,88.0,27.7,,,,,100.0,,,,42.0,1.14,1.42,0.07,0
2015-08-29,130.0,3.0,88.04,27.7,,,,,100.0,,,,-38.0,-0.18,1.42,-0.01,0
2015-09-02,132.0,3.0,87.97,27.7,,,,,90.0,,,,10.0,1.39,1.85,-0.0,0
2015-09-04,132.0,3.0,88.06,27.7,,,,,120.0,,,,9.0,1.0,2.09,0.02,0
2015-09-05,140.0,3.0,88.03,27.7,,,,,100.0,,,,64.0,7.5,3.49,0.09,0
2015-09-06,135.0,3.0,88.0,27.7,,,,,100.0,,,,-45.0,8.39,3.15,0.05,0
2015-09-11,129.0,3.0,88.03,27.7,,,,,100.0,,,,-47.0,0.29,2.15,-0.02,0
2015-09-17,132.0,3.0,88.01,27.7,,,,,100.0,,,,23.0,0.82,1.13,0.03,0
2015-09-21,128.0,3.0,88.03,27.7,,,,,100.0,,,,-32.0,-6.64,0.01,-0.03,0
2015-09-25,132.0,3.0,88.06,27.7,,,,,100.0,,,,37.0,-8.07,0.38,-0.0,0
2015-09-29,132.0,3.0,88.01,27.7,,,,,100.0,,,,-5.0,-9.07,-0.16,0.01,0
2015-10-03,139.0,3.0,87.95,27.7,,,,,100.0,,,,53.0,4.93,0.91,0.06,0
2015-10-08,129.0,3.0,88.03,27.7,,,,,100.0,,,,-76.0,4.93,0.01,-0.03,0
2015-10-12,124.0,3.0,87.97,27.7,,,,,100.0,,,,-47.0,-5.14,-2.87,-0.05,0
2015-10-13,130.0,3.0,87.98,27.7,,,,,100.0,,,,51.0,-4.79,-2.69,-0.04,0
2015-10-17,123.0,3.0,87.95,27.7,,,,,100.0,,,,-61.0,-14.86,-5.31,-0.06,0
2015-10-28,123.0,3.0,88.01,27.7,,,,,100.0,,,,5.0,-17.39,-7.16,-0.06,1
2015-11-07,130.0,3.0,88.0,27.7,,,,,100.0,,,,57.0,-11.68,-6.78,-0.02,0
2015-11-24,128.0,3.0,88.03,27.7,,,,,100.0,,,,-14.0,0.75,-4.59,-0.09,0
2015-11-28,121.0,3.0,88.04,27.7,,,,,100.0,,,,-57.0,-0.75,-5.07,-0.1,0
2015-12-09,135.0,3.0,87.96,27.7,,,,,100.0,,,,109.0,5.07,-3.49,0.04,2
2015-12-13,132.0,3.0,87.97,27.7,,,,,100.0,,,,-24.0,12.39,-2.02,-0.0,0
2015-12-14,132.0,3.0,87.97,27.7,,,,,100.0,,,,0.0,10.46,-1.59,0.03,0
2015-12-16,129.0,3.0,87.99,27.7,,,,,100.0,,,,-23.0,4.07,-0.72,-0.03,0
2015-12-20,130.0,3.0,88.04,27.7,,,,,100.0,,,,13.0,5.5,0.5,-0.01,0
2015-12-22,127.0,3.0,88.01,27.7,,,,,100.0,,,,-28.0,1.79,2.73,-0.08,0
2015-12-25,125.0,3.0,87.98,27.7,,,,,100.0,,,,-19.0,-11.75,2.32,-0.04,0
2015-12-27,123.0,3.0,88.01,27.7,,,,,100.0,,,,-14.0,-12.21,0.14,-0.0,0
2015-12-28,125.0,3.0,87.98,27.7,,,,,100.0,,,,14.0,-11.21,0.05,-0.04,0
2015-12-31,130.0,3.0,87.98,27.7,,,,,100.0,,,,42.0,-3.68,-0.66,0.06,0
2016-01-12,107.0,3.0,88.02,27.7,,,,,100.0,,,,-189.0,-19.14,-6.87,-0.13,1
2016-01-14,115.0,3.0,87.96,27.7,,,,,100.0,,,,62.0,-19.64,-8.85,-0.12,1
2016-01-16,128.0,3.0,88.03,27.7,,,,,100.0,,,,114.0,-7.21,-7.47,0.0,0
2016-01-19,132.0,3.0,88.02,27.7,,,,,100.0,,,,33.0,5.68,-7.02,0.09,0
2016-01-20,123.0,3.0,88.01,27.7,,,,,100.0,,,,-76.0,6.21,-5.55,-0.08,0
2016-01-23,115.0,3.0,88.01,27.7,,,,,100.0,,,,-67.0,1.57,-6.37,-0.13,0
2016-01-26,117.0,3.0,87.99,27.7,,,,,100.0,,,,15.0,7.43,-6.15,-0.11,0
2016-01-29,120.0,3.0,87.98,27.7,,,,,100.0,,,,24.0,-7.29,-5.47,-0.07,0
2016-02-02,123.0,3.0,88.01,27.7,,,,,100.0,,,,28.0,-13.89,-3.22,-0.06,0
2016-02-05,121.0,3.0,88.04,27.7,,,,,105.0,,,,-14.0,-8.25,-2.03,-0.04,0
2016-02-10,119.0,3.0,88.02,27.7,,,,,120.0,,,,-19.0,2.11,-1.8,-0.05,0
2016-02-15,115.0,3.0,88.02,27.7,,,,,100.0,,,,-33.0,1.96,-2.76,-0.06,0
2016-02-22,122.0,3.0,88.0,27.7,,,,,100.0,,,,57.0,0.71,-1.35,-0.02,0
2016-02-25,133.0,3.0,88.03,27.7,,,,,100.0,,,,94.0,9.61,4.24,0.03,2
2016-02-29,129.0,3.0,88.03,27.7,,,,,100.0,,,,-33.0,13.5,2.52,0.21,0
2016-03-01,130.0,3.0,88.0,27.7,,,,,100.0,,,,5.0,19.07,2.18,0.13,0
2016-03-04,126.0,3.0,88.0,27.7,,,,,100.0,,,,-33.0,17.07,4.09,-0.02,0
2016-03-06,129.0,3.0,87.99,27.7,,,,,100.0,,,,24.0,13.57,7.85,-0.03,0
2016-03-11,107.0,3.0,87.96,27.7,,,,,120.0,,,,-185.0,-17.36,3.95,-0.13,1
2016-03-14,137.0,3.0,88.03,27.7,,,,,100.0,,,,256.0,-10.18,5.76,0.19,1
2016-03-18,140.0,3.0,87.96,27.7,,,,,100.0,,,,18.0,7.79,7.76,0.19,0
2016-03-20,136.0,3.0,88.02,27.7,,,,,100.0,,,,-28.0,16.18,8.91,0.14,0
2016-03-23,130.0,3.0,88.04,27.7,,,,,100.0,,,,-48.0,18.11,9.02,0.06,0
2016-03-27,141.0,3.0,88.02,27.7,,,,,100.0,,,,90.0,24.82,10.97,0.16,2
2016-03-30,131.0,3.0,88.0,27.7,,,,,100.0,,,,-85.0,21.32,9.14,0.1,0
2016-04-02,121.0,3.0,88.04,27.7,,,,,100.0,,,,-80.0,-17.82,3.5,0.05,1
2016-04-03,132.0,3.0,88.02,27.7,,,,,100.0,,,,90.0,-15.14,2.08,0.08,1
2016-04-14,127.0,3.0,88.01,27.7,,,,,100.0,,,,-43.0,-12.96,2.16,-0.05,0
2016-04-18,122.0,3.0,88.0,27.7,,,,,100.0,,,,-42.0,-15.57,0.18,-0.06,0
2016-04-21,121.0,3.0,88.04,27.7,,,,,100.0,,,,-5.0,-21.36,-1.51,-0.07,1
2016-04-24,119.0,3.0,88.02,27.7,,,,,105.0,,,,-19.0,-13.64,-4.52,-0.05,0
2016-04-30,116.0,3.0,87.98,27.7,,,,,105.0,,,,-28.0,-14.5,-7.28,-0.1,0
2016-05-04,117.0,3.0,88.05,27.7,,,,,100.0,,,,14.0,-20.75,-15.27,0.1,1
2016-05-05,124.0,3.0,87.97,27.7,,,,,100.0,,,,52.0,-7.39,-13.73,-0.1,0
2016-05-06,124.0,3.0,87.97,27.7,,,,,100.0,,,,0.0,2.36,-11.09,-0.11,0
2016-05-07,123.0,3.0,87.95,27.7,,,,,100.0,,,,-10.0,6.04,-9.08,-0.1,0
2016-05-12,103.0,3.0,88.02,27.7,,,,,100.0,,,,-161.0,-8.39,-12.75,-0.21,1
2016-05-18,124.0,3.0,87.97,27.7,,,,,100.0,,,,171.0,-1.79,-7.58,-0.12,0
2016-05-21,119.0,3.0,87.95,27.7,,,,,100.0,,,,-43.0,-5.14,-5.79,-0.1,0
2016-05-25,118.0,3.0,88.0,27.7,,,,,100.0,,,,-5.0,-7.86,-6.32,-0.03,0
2016-05-28,132.0,3.0,88.01,27.7,,,,,100.0,,,,118.0,9.36,-0.39,-0.0,0
2016-06-03,135.0,3.0,88.0,27.7,,,,,100.0,,,,24.0,26.64,4.82,0.06,2
2016-06-14,119.0,3.0,88.02,27.7,,,,,100.0,,,,-132.0,25.0,4.57,-0.02,1
2016-06-18,119.0,3.0,88.02,27.7,,,,,100.0,,,,0.0,1.36,4.27,-0.02,0
2016-07-01,127.0,3.0,88.01,27.7,,,,,100.0,,,,66.0,4.46,5.31,0.07,0
2016-07-02,126.0,3.0,88.0,27.7,,,,,100.0,,,,-9.0,-0.54,4.89,0.09,0
2016-07-04,117.0,3.0,87.99,27.7,,,,,100.0,,,,-76.0,-16.61,2.37,-0.01,0
2016-07-14,119.0,3.0,88.02,27.7,,,,,100.0,,,,19.0,-13.46,2.14,-0.04,0
2016-07-21,122.0,3.0,88.0,27.7,,,,,100.0,,,,24.0,-0.46,2.76,-0.01,0
2016-07-24,121.0,3.0,87.98,27.7,,,,,100.0,,,,-10.0,-3.54,2.83,-0.01,0
2016-07-27,114.0,3.0,88.0,27.7,,,,,100.0,,,,-57.0,-13.21,-3.98,0.1,0
2016-08-01,133.0,3.0,87.97,27.7,,,,,100.0,,,,156.0,4.79,-1.09,0.07,2
2016-08-02,121.0,3.0,87.98,27.7,,,,,100.0,,,,-99.0,9.21,-2.78,0.02,1
2016-08-04,140.0,3.0,87.96,27.7,,,,,100.0,,,,156.0,21.04,-0.25,0.18,2
2016-08-09,104.0,3.0,88.05,27.7,,,,,140.0,,,,-293.0,-2.57,-3.0,-0.21,1
2016-08-10,115.0,3.0,87.96,27.7,,,,,120.0,,,,85.0,-9.25,-1.52,-0.15,0
2016-08-11,111.0,3.0,87.96,27.7,,,,,120.0,,,,-33.0,-18.68,-4.58,-0.07,1
2016-08-12,107.0,3.0,87.96,27.7,,,,,100.0,,,,-33.0,-36.75,-8.27,-0.1,1
2016-08-21,109.0,3.0,88.0,27.7,,,,,100.0,,,,19.0,-28.32,-8.79,-0.14,1
2016-08-24,108.0,3.0,88.04,27.7,,,,,100.0,,,,-5.0,-27.5,-9.08,-0.14,1
2016-08-31,108.0,3.0,87.97,27.7,,,,,100.0,,,,-5.0,-1.21,-11.38,-0.08,0
2016-09-03,132.0,3.0,87.97,27.7,,,,,100.0,,,,199.0,14.0,-7.02,0.1,0
2016-09-06,125.0,3.0,87.98,27.7,,,,,100.0,,,,-57.0,27.14,-3.97,0.02,0
2016-09-07,129.0,3.0,88.03,27.7,,,,,100.0,,,,38.0,36.61,-0.25,0.07,0
2016-09-08,107.0,3.0,88.03,27.7,,,,,100.0,,,,-184.0,16.07,-3.99,-0.06,1
2016-09-20,117.0,3.0,87.99,27.7,,,,,140.0,,,,80.0,6.64,-0.05,-0.12,0
2016-09-23,105.0,3.0,88.05,27.7,,,,,140.0,,,,-95.0,-16.04,-1.51,-0.13,1
2016-09-26,115.0,3.0,88.02,27.7,,,,,140.0,,,,81.0,-29.89,5.05,-0.17,1
2016-10-01,121.0,3.0,88.04,27.7,,,,,100.0,,,,52.0,-11.96,4.33,0.16,0
2016-10-05,123.0,3.0,87.95,27.7,,,,,100.0,,,,9.0,1.82,6.04,0.07,0
2016-10-16,104.0,3.0,88.05,27.7,,,,,120.0,,,,-151.0,5.54,2.06,-0.06,1
2016-10-18,106.0,3.0,88.01,27.7,,,,,120.0,,,,14.0,-8.11,-2.37,-0.01,0
2016-10-21,108.0,3.0,87.97,27.7,,,,,120.0,,,,14.0,-8.46,-5.76,-0.01,0
2016-10-25,106.0,3.0,87.95,27.7,,,,,120.0,,,,-18.0,-21.61,-9.79,-0.03,1
2016-10-30,106.0,3.0,88.02,27.7,,,,,120.0,,,,5.0,-22.68,-13.73,-0.01,1
2016-11-04,125.0,3.0,87.98,27.7,,,,,100.0,,,,155.0,2.96,-6.63,-0.05,0
2016-11-09,114.0,3.0,87.95,27.7,,,,,140.0,,,,-94.0,18.82,-3.84,-0.09,1
2016-11-12,107.0,3.0,88.03,27.7,,,,,100.0,,,,-52.0,10.21,-0.88,-0.17,0
2016-11-13,104.0,3.0,88.05,27.7,,,,,120.0,,,,-24.0,0.18,-3.85,-0.03,0
2016-11-17,111.0,3.0,88.04,27.7,,,,,120.0,,,,58.0,-1.14,-2.43,-0.05,0
2016-11-25,116.0,3.0,88.03,27.7,,,,,120.0,,,,41.0,-1.71,-2.76,0.1,0
2016-11-28,115.0,3.0,87.96,27.7,,,,,100.0,,,,-14.0,-6.25,-1.22,-0.01,0
2016-12-01,132.0,3.0,88.02,27.7,,,,,100.0,,,,147.0,24.61,6.25,0.09,2
2016-12-02,117.0,3.0,88.05,27.7,,,,,100.0,,,,-123.0,26.64,10.12,-0.04,1
2016-12-05,129.0,3.0,87.99,27.7,,,,,100.0,,,,95.0,30.25,11.9,0.23,0
2016-12-06,119.0,3.0,87.95,27.7,,,,,100.0,,,,-86.0,14.79,10.8,0.12,0
2016-12-08,108.0,3.0,87.97,27.7,,,,,100.0,,,,-90.0,-6.25,7.12,0.0,1
2016-12-10,107.0,3.0,87.96,27.7,,,,,120.0,,,,-9.0,-21.32,2.6,0.01,1
2016-12-15,105.0,3.0,87.99,27.7,,,,,100.0,,,,-15.0,-37.14,-2.23,-0.01,1
2016-12-17,105.0,3.0,88.05,27.7,,,,,100.0,,,,5.0,-28.54,-1.76,-0.15,1
2016-12-20,107.0,3.0,87.95,27.7,,,,,130.0,,,,9.0,-28.57,-3.42,-0.06,1
2016-12-28,103.0,3.0,87.97,27.7,,,,,130.0,,,,-32.0,-15.21,-7.46,-0.04,0
2017-01-03,128.0,15.0,87.97,27.7,1150.0,,47.0,,110.0,,,68.0,208.0,15.93,-6.17,0.22,2
2017-01-08,138.0,15.0,88.0,27.7,1150.0,,47.0,,100.0,,,68.0,86.0,40.71,-1.37,0.24,2
2017-01-12,139.0,15.0,87.98,27.7,1150.0,1994.0,47.0,19.0,100.0,,,68.0,6.0,55.86,3.97,0.19,0
2017-01-31,129.0,3.0,87.98,27.7,1150.0,,47.0,,110.0,,,68.0,-83.0,50.43,5.67,0.12,1
2017-02-04,139.0,15.0,88.0,27.7,1150.0,,47.0,,115.0,,,68.0,85.0,47.71,14.11,0.05,0
2017-02-06,137.0,15.0,87.98,27.7,1150.0,,47.0,,100.0,,,68.0,-18.0,34.39,17.75,0.16,1
2017-02-16,115.0,15.0,88.02,27.7,1150.0,,47.0,,110.0,,,68.0,-180.0,-11.79,18.66,-0.11,1
2017-02-22,120.0,15.0,88.04,27.7,1150.0,,47.0,,110.0,,,68.0,43.0,-27.36,18.47,0.02,1
2017-04-02,124.0,3.0,88.02,27.7,1150.0,,47.0,,110.0,,,68.0,32.0,-25.04,16.16,0.15,1
2017-04-03,129.0,15.0,88.03,27.7,1150.0,,47.0,,110.0,,,68.0,43.0,-13.14,14.18,0.21,2
2017-04-07,144.0,15.0,87.96,27.7,1150.0,,47.0,,100.0,,,68.0,118.0,2.32,14.25,0.37,2
2017-04-10,139.0,15.0,88.0,27.7,1150.0,1960.96,47.0,,100.0,,,68.0,-38.0,21.46,11.98,0.32,0
2017-04-12,140.0,15.0,87.96,27.7,1150.0,1994.0,47.0,19.0,100.0,,,68.0,5.0,38.57,8.92,0.31,0
2017-04-14,136.0,15.0,88.02,27.7,1150.0,,47.0,,115.0,,,68.0,-28.0,26.14,2.8,0.33,2
2017-04-19,139.0,15.0,88.0,27.7,1150.0,,47.0,,105.0,,,68.0,23.0,16.07,2.96,0.09,0
2017-04-30,140.0,15.0,87.96,27.7,1150.0,,47.0,,105.0,,,68.0,5.0,5.57,5.7,0.01,0
2017-05-01,106.0,3.0,88.02,27.7,,,,,120.0,,,,-278.0,-33.14,0.63,-0.23,1
2017-05-02,129.0,15.0,87.98,27.7,1150.0,,47.0,,110.0,,,68.0,188.0,-27.96,-0.62,0.0,1
2017-05-06,139.0,15.0,88.0,27.7,1150.0,,47.0,,100.0,,,68.0,85.0,-14.71,3.37,0.0,0
2017-05-08,70.0,15.0,87.95,27.7,1150.0,,47.0,,150.0,,,68.0,-577.0,-62.57,-9.72,-0.49,1
2017-05-13,136.0,15.0,88.02,27.7,1150.0,,47.0,,100.0,,,68.0,554.0,-34.29,-10.46,0.18,1
2017-05-20,142.0,15.0,88.04,27.7,1150.0,,47.0,,100.0,,,68.0,52.0,2.86,-9.07,0.18,0
2017-05-25,143.0,15.0,87.99,27.7,1150.0,,47.0,,100.0,,,68.0,4.0,40.11,-7.32,0.15,2
2017-06-04,138.0,15.0,87.99,27.7,1150.0,,47.0,,115.0,,,68.0,-42.0,32.14,-6.03,0.07,1
2017-06-14,145.0,15.0,88.02,27.7,1150.0,,47.0,,100.0,,,68.0,61.0,48.14,0.58,0.01,2
2017-06-16,131.0,15.0,88.0,27.7,1150.0,,47.0,,100.0,,,68.0,-118.0,58.75,2.5,-0.06,1
2017-06-26,144.0,15.0,88.01,27.7,1150.0,,47.0,,100.0,,,68.0,109.0,0.96,7.99,0.03,2
2017-07-11,139.0,15.0,88.0,27.7,1150.0,,47.0,,100.0,,,68.0,-43.0,-4.43,11.16,0.02,0
2017-07-14,144.0,15.0,88.01,27.7,1150.0,,47.0,,100.0,,,68.0,43.0,1.39,16.22,0.04,0
2017-07-15,145.0,15.0,88.02,27.7,1150.0,,47.0,,100.0,,,68.0,9.0,8.25,21.51,0.04,0
2017-07-18,135.0,15.0,88.04,27.7,1150.0,,47.0,,100.0,,,68.0,-81.0,-0.25,15.11,0.28,1
2017-07-19,150.0,15.0,88.03,27.7,1150.0,,47.0,,100.0,,,68.0,124.0,13.96,17.38,0.17,2
2017-07-21,140.0,15.0,88.05,27.7,1150.0,,47.0,12.0,100.0,,,68.0,-81.0,1.11,19.35,0.01,0
2017-07-24,141.0,15.0,87.96,27.7,1150.0,,47.0,,100.0,,,68.0,-1.0,0.86,2.21,1.02,2
2017-07-29,146.0,15.0,87.98,27.7,1150.0,,47.0,,100.0,,,68.0,44.0,0.25,1.99,0.07,0
2017-08-03,127.0,15.0,88.01,27.7,1150.0,,47.0,,110.0,,,68.0,-156.0,-12.96,-1.32,-0.11,1
2017-08-06,143.0,15.0,88.0,27.7,1150.0,,47.0,,100.0,,,68.0,133.0,-5.57,-0.13,0.0,1
2017-08-07,141.0,15.0,87.97,27.7,1150.0,,47.0,,100.0,,,68.0,-20.0,-11.25,-0.91,0.02,0
2017-08-12,140.0,15.0,87.96,27.7,1150.0,1994.0,47.0,19.0,100.0,,,68.0,-9.0,-1.71,-0.03,-0.04,0
2017-08-13,126.0,15.0,88.05,27.7,1150.0,,47.0,,150.0,,,68.0,-109.0,-12.21,-5.95,-0.03,1
2017-08-19,137.0,15.0,88.02,27.7,1150.0,,47.0,,100.0,,,68.0,90.0,-9.0,-5.54,-0.05,1
2017-08-25,140.0,15.0,88.0,27.7,1150.0,1960.96,47.0,,100.0,,,68.0,23.0,3.93,-5.64,0.01,0
2017-08-31,139.0,15.0,88.0,27.7,1150.0,1960.96,47.0,,100.0,,,68.0,-9.0,-4.68,-4.62,-0.04,0
2017-09-09,137.0,15.0,88.02,27.7,1150.0,1960.96,47.0,,100.0,,,68.0,-14.0,0.68,-3.51,-0.05,0
2017-09-10,150.0,15.0,87.99,27.7,1150.0,,47.0,,100.0,,,68.0,105.0,16.14,-1.78,0.11,2
2017-09-13,139.0,15.0,88.0,27.7,1150.0,1960.96,47.0,,100.0,,,68.0,-91.0,17.82,0.91,-0.08,0
2017-09-22,138.0,15.0,87.99,27.7,1150.0,1960.96,47.0,,100.0,,,68.0,-9.0,3.14,1.08,-0.02,0
2017-10-13,140.0,15.0,87.96,27.7,1150.0,,47.0,,100.0,,,68.0,14.0,-0.57,1.73,-0.01,0
2017-10-16,148.0,15.0,87.97,27.7,1150.0,,47.0,,100.0,,,68.0,67.0,5.5,5.78,0.01,0
2017-10-23,140.0,15.0,87.96,27.7,1150.0,,47.0,,100.0,,,68.0,-67.0,0.86,2.7,0.1,0
2017-10-26,138.0,15.0,88.03,27.7,1150.0,,47.0,,100.0,,,68.0,-10.0,-7.04,3.26,-0.03,0
2017-11-03,133.0,15.0,88.01,27.7,1150.0,,47.0,,110.0,,,68.0,-44.0,-4.96,2.08,-0.05,0
2017-11-11,138.0,15.0,88.04,27.7,1150.0,1992.0,47.0,18.0,100.0,,,68.0,45.0,-6.07,2.17,-0.01,0
2017-11-15,140.0,15.0,87.96,27.7,1150.0,1999.0,47.0,19.0,100.0,,,68.0,9.0,-7.36,-1.04,0.1,0
2017-11-22,145.0,15.0,87.98,27.7,1150.0,2000.0,47.0,19.0,100.0,,,68.0,43.0,-2.54,-0.54,0.05,0
2017-11-27,138.0,15.0,88.04,27.7,1150.0,1997.99,47.0,19.0,100.0,,,68.0,-52.0,4.75,-1.03,-0.01,0
2017-12-12,140.0,15.0,87.96,27.7,1150.0,1994.0,47.0,19.0,100.0,,,68.0,9.0,6.14,-1.51,0.0,0
2017-12-16,149.0,15.0,88.01,27.7,1150.0,1994.0,47.0,19.0,100.0,,,68.0,80.0,14.68,-0.18,0.09,0
2017-12-18,150.0,15.0,88.03,27.7,1150.0,1988.99,47.0,19.0,100.0,,,68.0,10.0,14.79,4.45,0.0,0
2017-12-22,151.0,15.0,88.0,27.7,1150.0,1996.0,47.0,19.0,100.0,,,68.0,5.0,16.71,6.22,0.09,0
2017-12-25,151.0,15.0,88.03,27.7,1150.0,1990.99,47.0,18.0,100.0,,,68.0,4.0,16.64,7.36,0.1,0
2017-12-29,147.0,15.0,87.99,27.7,1150.0,1992.0,47.0,18.0,100.0,,,68.0,-38.0,15.11,7.38,0.05,0
2018-01-01,144.0,15.0,88.01,27.7,1150.0,1994.0,47.0,18.0,100.0,,,68.0,-23.0,3.04,8.68,-0.02,0
2018-01-06,135.0,15.0,88.0,27.7,1150.0,2021.0,47.0,19.0,90.0,,,68.0,-76.0,-17.57,5.73,-0.03,1
2018-01-08,148.0,1.18,88.01,27.7,1150.0,2014.0,47.0,19.0,80.0,,,68.0,109.0,-13.71,5.73,0.07,1
2018-01-25,140.0,15.0,87.96,27.7,1150.0,1982.99,47.0,19.0,100.0,,,68.0,-71.0,-15.71,1.9,0.05,0
2018-01-27,140.0,15.0,87.97,27.7,1150.0,1992.0,47.0,19.0,100.0,,,68.0,1.0,-13.68,-0.66,0.01,0
2018-01-31,136.0,15.0,88.02,27.7,1150.0,1993.0,47.0,18.0,100.0,,,68.0,-29.0,-10.82,-3.79,-0.02,0
2018-02-11,128.0,1.02,87.97,27.7,1150.0,2005.0,47.0,20.0,85.0,,120.0,68.0,-71.0,-16.46,-7.41,-0.12,0
2018-02-14,139.0,15.0,88.0,27.7,1150.0,1998.0,47.0,18.0,100.0,,,68.0,94.0,-9.61,-9.44,0.0,0
2018-02-22,140.0,15.0,87.96,27.7,1150.0,1998.0,47.0,18.0,100.0,,,68.0,5.0,-11.54,-11.04,0.0,0
2018-02-26,137.0,15.0,88.03,27.7,1150.0,1976.0,47.0,18.0,100.0,,,68.0,-18.0,-1.18,-10.53,-0.08,0
2018-03-13,147.0,15.0,87.96,27.7,1150.0,1998.0,47.0,19.0,100.0,,,68.0,76.0,10.36,-7.07,-0.03,0
2018-03-16,151.0,15.0,88.02,27.7,1150.0,1991.0,47.0,19.0,100.0,,,68.0,40.0,24.25,-2.18,0.0,2
2018-03-21,140.0,15.0,87.96,27.7,1150.0,1992.0,47.0,19.0,90.0,,119.0,68.0,-98.0,20.04,0.04,-0.08,0
2018-03-23,153.0,15.0,88.02,27.7,1150.0,1990.99,47.0,19.0,90.0,,,68.0,114.0,16.89,4.7,0.04,2
2018-03-27,140.0,15.0,87.96,27.7,1150.0,1996.0,47.0,19.0,90.0,,,68.0,-114.0,7.36,5.11,-0.03,0
2018-04-04,139.0,15.0,88.0,27.7,1150.0,2004.0,47.0,19.0,86.0,,,68.0,-5.0,-2.18,3.04,0.03,0
2018-04-12,136.0,1.09,88.02,27.7,2000.0,1995.0,47.0,19.0,80.0,,120.0,68.0,-23.0,-16.57,3.75,-0.08,0
2018-04-15,139.0,15.0,88.0,27.7,1150.0,2001.0,47.0,19.0,86.0,,,68.0,23.0,-17.29,3.22,-0.0,0
2018-04-16,136.0,15.0,88.02,27.7,1150.0,2009.0,47.0,19.0,90.0,,,68.0,-23.0,-12.5,2.09,-0.02,0
2018-04-24,129.0,15.0,88.01,27.7,1150.0,2174.0,47.0,20.0,90.0,,,68.0,-59.0,-23.54,-1.55,-0.05,1
2018-04-27,128.0,15.0,87.97,27.7,1150.0,,47.0,20.0,80.0,,,68.0,-12.0,-16.46,-7.62,0.0,0
2018-05-04,153.0,15.0,87.97,27.7,1150.0,2002.0,47.0,19.0,80.0,,,68.0,208.0,4.21,-4.65,0.1,2
2018-05-08,123.0,15.0,88.01,27.7,1150.0,1993.0,47.0,20.0,65.0,,,68.0,-246.0,-6.07,-9.05,-0.12,1
2018-05-17,137.0,15.0,87.97,27.7,1150.0,1998.0,47.0,19.0,80.0,,,68.0,113.0,-2.82,-10.2,-0.01,1
2018-05-24,65.0,15.0,87.94,27.7,1150.0,2184.0,45.0,18.0,120.0,,,68.0,-600.0,-60.71,-25.97,-0.56,1
2018-05-27,136.0,15.0,87.96,27.7,1150.0,2184.0,47.0,19.0,110.0,,,68.0,591.0,-36.46,-20.53,-0.1,1
2018-06-03,145.0,15.0,88.02,27.7,1150.0,1993.0,47.0,19.0,100.0,,,68.0,80.0,-11.89,-15.47,0.04,0
2018-06-06,137.0,15.0,88.02,27.7,1150.0,1997.0,47.0,19.0,90.0,,,68.0,-66.0,-0.89,-8.74,-0.1,0
2018-06-07,122.0,15.0,88.0,27.7,1150.0,2013.0,47.0,18.0,100.0,,,68.0,-127.0,23.36,-8.81,-0.13,1
2018-06-08,123.0,15.0,87.99,27.7,1150.0,1984.99,47.0,19.0,85.0,,,68.0,7.0,22.32,-8.2,-0.12,2
