date,prueba_de_produccion_petróleo_a_24_horas_bbld,prueba_de_producción_gas_a_24_horas_mcfd,bsw_pct,gravedad_api_del_petroleo,salinidad_ppm_pu,presion_de_intake_psi,frecuencia_bomba_hz,amperaje_bomba_amp,presion_de_tubing_psi,presion_de_casing_psi,temperatura_de_la_bomba_deg_f,etapas_de_la_bomba,delta_1,slope_7,slope_14,ratio14,pred_evento
2015-02-02,204.37,14.0,68.07,22.4,,,,,100.0,,,,,,,,0
2015-02-09,216.9,14.0,75.05,22.4,,,,,50.0,,,,229.43,,,,2
2015-03-05,99.29,14.0,73.92,22.4,,,,,290.0,,,,-488.75,-129.66,,,1
2015-04-05,205.33,14.0,74.02,22.4,,,,,260.0,,,,409.7,-3.76,,,1
2015-04-07,214.01,14.0,75.0,22.4,,,,,50.0,,,,65.55,35.28,35.28,,2
2015-05-05,304.62,14.0,74.01,22.4,,,,,250.0,,,,316.19,86.57,86.57,,2
2015-05-30,273.78,14.0,73.97,22.4,,,,,200.0,,,,-120.5,82.7,82.7,,1
2015-07-03,51.09,14.0,68.07,22.4,,,,,120.0,,,,-891.7,-14.46,-0.12,,1
2015-07-05,301.73,14.0,73.98,22.4,,,,,250.0,,,,999.67,45.41,27.89,,2
2015-07-13,229.43,14.0,75.0,22.4,,,,,60.0,,,,-241.96,-0.83,27.43,,1
2015-07-18,229.43,14.0,75.0,22.4,,,,,70.0,,,,0.0,-7.71,25.93,,0
2015-08-09,214.01,14.0,75.03,22.4,,,,,60.0,,,,-60.73,-16.28,21.73,,0
2015-08-28,203.4,14.0,75.0,22.4,,,,,60.0,,,,-43.38,15.63,17.05,,0
2015-09-01,189.91,14.0,72.06,22.4,,,,,100.0,,,,-134.0,28.78,9.79,,1
2015-09-03,204.37,14.0,68.07,22.4,,,,,80.0,,,,-39.52,-76.4,-0.34,0.0,1
2015-09-18,215.94,14.0,75.06,22.4,,,,,60.0,,,,225.57,-31.74,3.54,-0.0,1
2015-09-22,214.97,14.0,75.03,22.4,,,,,70.0,,,,-4.82,-11.67,-8.82,1.26,1
2015-09-26,213.04,14.0,75.03,22.4,,,,,70.0,,,,-7.71,9.6,-10.0,0.08,0
2015-09-29,214.01,14.0,75.0,22.4,,,,,60.0,,,,2.89,24.82,-9.21,0.0,2
2015-11-01,217.86,14.0,67.94,22.4,,,,,100.0,,,,-176.41,14.98,-3.04,-0.42,0
2015-11-17,170.63,14.0,75.03,22.4,,,,,60.0,,,,3.86,-8.81,1.43,-0.35,0
2015-12-09,219.79,14.0,74.97,22.4,,,,,70.0,,,,194.72,-17.52,-16.31,4.49,2
2016-01-04,121.46,14.0,68.1,22.4,,,,,50.0,,,,-497.42,-55.81,-18.46,-0.67,1
2016-01-05,123.39,14.0,67.92,22.4,,,,,60.0,,,,3.86,-77.05,-25.05,-0.58,1
2016-01-10,238.11,14.0,68.0,22.4,,,,,60.0,,,,359.57,-43.86,-19.03,-0.19,1
2016-03-20,38.56,14.0,80.0,22.4,,,,,50.0,,,,-551.41,-65.45,-30.0,-0.78,1
2016-03-21,106.04,14.0,70.11,22.4,,,,,80.0,,,,161.95,-71.2,-34.86,-0.56,1
2016-03-22,154.24,14.0,59.9,22.4,,,,,52.0,,,,29.89,-61.59,-41.26,-0.43,1
2016-03-23,183.16,14.0,51.9,22.4,,,,,80.0,,,,-3.86,-13.91,-47.78,-0.41,0
2016-04-09,239.07,14.0,68.04,22.4,,,,,60.0,,,,367.28,19.83,-35.23,-0.14,2
2016-04-18,123.39,14.0,67.92,22.4,,,,,60.0,,,,-363.42,2.07,-32.71,-0.55,1
2016-04-22,121.46,14.0,68.1,22.4,,,,,50.0,,,,-3.86,35.26,-28.45,-0.55,1
2016-05-06,124.36,14.0,68.07,22.4,,,,,70.0,,,,8.68,3.58,-21.78,-0.55,0
2016-05-10,237.14,14.0,67.97,22.4,,,,,60.0,,,,350.89,25.61,-8.84,0.09,2
2016-05-17,121.46,14.0,68.1,22.4,,,,,55.0,,,,-359.57,-0.38,-6.32,-0.44,1
2016-05-19,121.46,14.0,68.1,22.4,,,,,65.0,,,,0.0,-26.79,3.95,-0.57,1
2016-05-26,123.39,14.0,67.92,22.4,,,,,60.0,,,,3.86,-0.31,0.12,0.01,0
2016-07-12,200.51,14.0,68.05,22.4,,,,,65.0,,,,242.92,13.25,3.34,0.63,2
2016-07-14,151.35,14.0,67.96,22.4,,,,,60.0,,,,-155.2,0.96,12.91,-0.37,1
2016-07-18,150.38,14.0,68.1,22.4,,,,,55.0,,,,-0.96,-13.46,5.47,1.45,1
2016-08-09,238.11,14.0,68.0,22.4,,,,,60.0,,,,272.81,48.54,9.94,1.1,2
2016-08-10,229.43,14.0,68.05,22.4,,,,,60.0,,,,-26.03,56.26,12.94,0.87,2
2016-08-13,209.19,14.0,67.99,22.4,,,,,60.0,,,,-64.59,45.0,12.5,0.72,0
2016-08-16,210.15,14.0,67.99,22.4,,,,,60.0,,,,2.89,24.86,23.06,-0.12,0
2016-09-11,209.19,14.0,67.99,22.4,,,,,60.0,,,,-2.89,29.4,21.95,0.7,0
2016-09-13,239.07,14.0,68.04,22.4,,,,,60.0,,,,94.47,20.97,22.23,0.96,2
2016-09-20,233.29,14.0,67.9,22.4,,,,,60.0,,,,-21.2,0.28,20.58,0.87,2
2016-09-27,235.22,14.0,68.02,22.4,,,,,60.0,,,,8.67,10.36,29.26,-0.01,0
2016-10-12,201.48,14.0,68.09,22.4,,,,,70.0,,,,-104.11,5.89,23.13,0.66,2
2016-10-15,224.61,14.0,67.95,22.4,,,,,60.0,,,,69.41,2.72,17.89,0.84,0
2016-10-18,241.96,14.0,68.02,22.4,,,,,60.0,,,,55.91,4.27,12.96,0.97,2
2016-11-10,228.47,14.0,68.02,22.4,,,,,80.0,,,,-42.42,-2.72,13.19,0.14,0
2016-11-11,211.12,14.0,67.94,22.4,,,,,60.0,,,,-55.91,-4.37,6.33,0.39,0
2016-11-29,209.19,14.0,67.99,22.4,,,,,60.0,,,,-4.82,-6.37,-1.52,0.39,0
2016-12-14,203.4,14.0,68.03,22.4,,,,,70.0,,,,-17.35,-6.37,-1.67,-0.15,0
2016-12-17,206.3,14.0,68.01,22.4,,,,,70.0,,,,8.68,-16.77,-1.96,-0.1,0
2016-12-22,203.4,14.0,68.03,22.4,,,,,70.0,,,,-8.68,-18.66,-4.3,-0.03,0
2016-12-25,203.4,14.0,68.03,22.4,,,,,70.0,,,,0.0,-10.26,-6.48,-0.03,0
2016-12-26,203.4,14.0,68.03,22.4,,,,,70.0,,,,0.0,-3.61,-8.65,-0.03,0
2017-01-10,142.0,28.0,76.05,22.6,,9007.0,57.0,32.0,60.0,,,352.0,-43.24,-6.8,-8.88,-0.21,0
2017-01-16,212.0,43.04,68.02,,,1027.0,60.0,26.0,60.0,,,0.0,70.0,-0.84,-7.12,-0.09,0
2017-01-18,215.0,43.65,67.96,,,1026.0,60.0,25.0,60.0,,,0.0,8.0,3.16,-4.56,-0.09,0
2017-02-01,211.12,14.0,67.94,22.4,,,,,60.0,,,,-12.59,5.81,-5.52,0.04,0
2017-02-07,184.0,28.0,68.06,22.6,,1033.0,60.0,25.0,60.0,,,266.0,-82.41,-2.08,-6.65,-0.18,0
2017-02-13,210.0,42.63,68.04,22.6,,1050.0,60.0,25.0,60.0,,,0.0,81.0,0.85,-3.09,-0.13,0
2017-02-21,215.0,43.65,67.96,22.6,,1042.0,60.0,25.0,60.0,,,0.0,14.0,4.54,-0.08,-0.06,0
2017-02-26,231.0,46.89,67.92,22.6,,1042.0,60.0,25.0,60.0,,,0.0,49.0,6.06,2.68,0.09,0
2017-03-01,214.97,14.0,67.96,22.4,,,,,60.0,,,,-49.06,7.79,3.6,0.03,0
2017-03-08,230.0,28.0,68.01,22.6,,1018.0,62.0,27.3,60.0,,,266.0,48.06,15.52,5.25,0.13,0
2017-03-16,220.0,44.66,67.98,22.6,,1037.0,60.0,25.0,70.0,,,0.0,-32.0,16.32,5.91,0.07,0
2017-03-21,219.0,44.46,67.94,22.6,,1036.0,60.0,25.0,70.0,,,0.0,-4.0,3.89,5.98,0.07,0
2017-03-24,216.0,43.85,68.0,22.6,,1035.0,70.0,25.0,70.0,,,0.0,-8.0,-1.64,5.61,0.06,0
2017-03-29,212.0,43.04,67.93,22.6,,1035.0,60.0,25.0,50.0,,,0.0,-14.0,-7.32,4.68,0.04,0
2017-04-21,211.0,28.0,67.93,22.6,,1035.0,60.0,25.0,50.0,,,0.0,-3.0,-5.96,2.13,0.11,0
2017-05-06,214.7,28.0,68.0,22.6,,1035.0,60.0,25.0,50.0,,,0.0,12.94,-8.01,1.97,0.01,0
2017-05-10,172.0,28.0,76.04,22.6,,995.0,57.0,32.1,56.0,,,352.0,47.06,1.85,3.38,0.07,0
2017-05-15,213.04,28.0,68.02,22.6,,1036.0,60.0,25.0,60.0,,,0.0,-51.88,1.62,2.69,0.01,0
2017-05-18,212.0,28.0,67.93,22.6,,1035.0,60.0,25.0,60.0,,,0.0,-5.12,1.01,-0.9,0.15,0
2017-05-20,212.0,28.0,67.93,22.6,,1035.0,60.0,25.0,60.0,,,0.0,0.0,0.04,-2.19,0.01,0
2017-05-24,215.0,28.0,67.96,22.6,,1034.0,60.0,25.0,50.0,,,0.0,10.0,-1.35,-2.76,0.0,0
2017-06-29,215.94,28.0,68.0,22.6,,1036.0,60.0,25.0,50.0,,,266.0,3.8,-3.13,-1.6,-0.06,0
2017-07-05,212.0,28.0,67.93,22.6,,1037.0,60.0,25.0,50.0,,,0.0,-13.8,-5.13,-2.25,-0.01,0
2017-07-06,215.94,28.0,68.0,22.6,,1036.0,60.0,25.0,50.0,,,0.0,13.8,1.42,-0.88,-0.06,0
2017-07-07,187.0,28.0,67.98,22.6,,1033.0,60.0,25.0,60.0,,,266.0,-90.8,-7.62,-2.96,-0.15,0
2017-07-08,225.0,28.0,68.04,22.6,,1019.0,62.0,27.7,60.0,,,266.0,120.0,-1.61,-1.3,0.03,1
2017-07-11,162.0,28.0,76.0,22.6,,990.0,57.0,31.7,60.0,,,352.0,-29.0,-0.24,-0.82,0.0,0
2017-07-15,191.0,28.0,68.01,22.6,,1033.0,60.0,24.8,60.0,,,0.0,-78.0,-6.29,-3.03,-0.1,0
2017-07-17,215.0,28.0,67.96,22.6,,1024.0,62.0,25.0,60.0,,,0.0,74.0,-1.24,-2.94,0.02,0
2017-07-19,217.0,28.0,67.99,22.6,,1022.0,62.0,28.0,60.0,,,0.0,7.0,2.74,-2.28,0.01,0
2017-07-20,217.0,28.0,67.99,22.6,,1021.0,62.0,28.0,60.0,,,0.0,0.0,8.07,-0.1,-0.06,0
2017-07-24,213.0,28.0,68.02,22.6,,1021.0,62.0,28.0,60.0,,,0.0,-12.0,-0.96,0.2,-0.0,0
2017-08-04,212.0,28.0,67.93,22.6,,1037.0,60.0,25.0,50.0,,,0.0,-5.0,3.68,0.18,0.0,0
2017-08-15,230.0,28.0,67.97,22.6,,1019.0,62.0,27.7,60.0,,,266.0,57.0,11.82,1.8,0.09,0
2017-08-16,224.6,28.0,67.95,22.6,,1020.0,62.0,28.0,60.0,,,266.0,-17.2,5.44,3.01,0.04,0
2017-09-02,225.0,45.68,67.9,22.6,,1036.0,60.0,25.0,60.0,,,0.0,0.2,5.95,4.21,0.04,0
2017-09-03,204.0,41.41,68.12,22.6,,1040.0,60.0,25.0,70.0,,,0.0,-61.0,-0.15,3.1,-0.03,0
2017-09-05,212.0,28.0,67.93,22.6,,1037.0,60.0,25.0,60.0,,,0.0,21.0,-2.64,3.14,-0.02,0
2017-09-09,85.0,28.0,83.9,22.6,,1068.0,47.0,22.0,40.0,,,352.0,-133.0,-20.49,-3.55,-0.1,1
2017-09-10,172.0,28.0,75.94,22.6,,993.0,57.0,32.0,60.0,,,352.0,187.0,-14.09,-0.7,0.02,1
2017-09-14,153.0,28.0,75.94,22.6,,1042.0,49.2,23.0,40.0,,,352.0,-79.0,-9.94,-1.11,-0.06,0
2017-09-18,151.0,28.0,76.07,22.6,,1015.0,53.0,27.0,54.0,,,352.0,-5.0,-5.86,-4.06,0.06,0
2017-09-28,140.0,28.0,76.03,22.6,,9010.0,57.0,32.0,60.0,,,352.0,-47.0,-4.29,-6.07,-0.13,0
2017-10-07,188.0,28.0,68.08,22.6,,1032.0,60.0,25.0,60.0,,,266.0,5.0,-6.71,-7.32,-0.13,0
2017-10-13,169.0,28.0,76.03,22.6,,991.0,57.0,32.0,60.0,,,362.0,116.0,8.11,-4.86,0.04,2
2017-10-23,156.0,28.0,75.96,22.6,,993.0,57.0,32.0,60.0,,,352.0,-56.0,-3.64,-4.52,-0.03,0
2017-10-30,159.0,28.0,75.95,22.6,,989.0,57.0,32.0,60.0,,,352.0,12.0,8.29,-3.93,0.0,0
2017-11-09,84.0,28.0,80.0,22.6,,1059.0,47.0,21.0,50.0,,,352.0,-241.0,-14.96,-8.34,-0.42,1
2017-11-13,162.0,28.0,75.93,22.6,,988.0,57.0,32.0,60.0,,,352.0,253.0,-4.11,-4.78,-0.04,0
2017-11-17,166.0,28.0,75.94,22.6,,987.0,57.0,32.0,60.0,,,352.0,17.0,0.36,-0.61,-0.02,0
2017-11-27,177.0,28.0,76.05,22.6,,987.0,57.0,32.0,60.0,,,352.0,49.0,7.0,3.0,0.15,0
2017-12-01,214.97,14.0,67.96,22.4,,,,,60.0,,,,-68.06,17.57,4.93,0.02,0
2017-12-04,218.0,28.0,67.94,22.6,,1036.0,60.0,25.0,50.0,,,0.0,9.06,22.32,2.68,0.29,0
2017-12-09,146.0,28.0,76.1,22.6,,1043.0,49.0,23.0,44.0,,,344.0,-69.0,20.28,3.96,-0.15,0
2017-12-12,176.0,28.0,75.92,22.6,9500.0,985.0,57.0,32.0,60.0,,,352.0,120.0,-1.54,6.52,0.15,0
2017-12-20,172.0,28.0,75.91,22.6,9500.0,964.0,57.0,30.0,50.0,,,352.0,-17.0,-0.14,8.01,0.13,0
2017-12-28,176.0,28.0,76.05,22.6,9500.0,959.0,57.0,30.0,50.0,,,352.0,21.0,4.47,8.19,0.26,0
2018-01-03,183.0,28.0,75.98,22.6,9500.0,939.0,57.0,31.0,60.0,,,352.0,27.0,17.36,8.64,0.29,0
2018-01-06,185.0,28.0,64.01,22.6,9500.0,983.0,59.0,31.0,150.0,,,352.0,-248.0,-6.86,5.07,-0.27,1
2018-01-17,174.0,28.0,75.93,22.6,9500.0,950.0,57.0,30.0,60.0,,,352.0,209.0,-1.79,6.47,0.11,0
2018-01-21,198.0,28.0,75.94,22.6,9500.0,949.0,57.0,30.3,55.0,,,352.0,100.0,2.61,10.79,0.25,2
2018-01-29,190.0,28.0,75.98,22.6,9500.0,951.0,57.0,30.0,60.0,,,352.0,-32.0,13.14,5.54,0.88,2
2018-02-07,184.0,28.0,63.99,22.6,9500.0,1007.0,59.0,29.0,150.0,,,352.0,-280.0,-10.89,-1.0,-0.24,1
2018-02-15,190.0,28.0,75.98,22.6,9500.0,947.0,57.0,30.0,60.0,,,352.0,280.0,5.32,1.73,0.15,2
2018-02-20,188.0,28.0,76.02,22.6,9500.0,945.0,57.0,30.0,60.0,,,352.0,-7.0,22.64,5.43,0.06,0
2018-02-23,186.0,28.0,75.94,22.6,9500.0,945.0,57.0,30.5,60.0,,,352.0,-11.0,2.57,6.38,0.15,0
2018-03-05,179.0,28.0,63.98,22.6,9500.0,1004.0,57.0,32.0,90.0,,,352.0,-276.0,-26.46,-0.71,-0.27,1
2018-03-10,350.0,104.91,72.0,22.6,9500.0,800.0,59.0,33.0,120.0,100.0,267.0,387.0,753.0,47.54,12.25,1.05,0
2018-03-23,185.0,28.0,75.94,22.6,9500.0,924.0,57.0,30.8,58.0,,,352.0,-481.0,50.18,12.61,0.05,1
2018-03-24,277.0,28.0,63.98,22.6,9500.0,924.0,57.0,30.8,58.0,,,352.0,0.0,13.61,12.24,0.08,0
2018-03-31,275.0,28.0,63.91,22.6,9500.0,931.0,57.0,30.0,60.0,,,352.0,-7.0,7.07,12.13,0.04,0
2018-04-04,224.0,28.0,64.04,22.6,9500.0,928.0,57.0,30.0,60.0,,,352.0,-139.0,-14.32,8.81,-0.18,0
2018-04-08,184.0,55.2,63.99,22.6,9500.0,912.0,59.0,29.0,140.0,,,352.0,-112.0,-43.54,-5.27,-0.01,1
2018-04-11,369.0,110.69,72.02,22.6,9500.0,786.0,61.0,37.0,110.0,110.0,278.0,387.0,808.0,-16.25,10.64,0.82,2
2018-04-12,318.0,95.37,72.03,22.6,9500.0,,61.0,37.0,110.0,,278.0,387.0,-182.0,69.75,22.02,0.38,2
2018-04-25,175.0,28.0,64.07,22.6,9500.0,992.0,57.0,32.0,90.0,,,352.0,-650.0,21.43,12.4,-0.38,1
2018-04-26,190.0,28.0,64.01,22.6,9500.0,997.0,57.0,32.0,90.0,,,352.0,41.0,-12.43,-3.95,0.03,0
2018-04-28,175.0,28.0,63.92,22.6,9500.0,,57.0,32.0,55.0,,,352.0,-43.0,-43.29,-12.36,-0.39,1
2018-05-08,233.0,106.35,64.04,22.6,9500.0,909.0,59.0,29.0,100.0,,,352.0,163.0,-66.64,-15.01,-0.17,1
2018-05-15,185.0,28.0,64.08,22.6,9500.0,986.0,58.0,28.5,150.0,,,352.0,-133.0,-121.14,-21.22,-0.33,1
2018-05-17,187.0,28.0,63.97,22.6,9500.0,987.0,58.0,28.5,150.0,,,352.0,4.0,-59.93,-35.28,0.04,0
2018-05-19,195.0,28.0,63.96,22.6,9500.0,977.0,59.0,30.5,150.0,,,352.0,22.0,6.21,-23.99,-0.57,0
2018-05-21,195.0,28.0,63.96,22.6,9500.0,979.0,59.0,31.0,150.0,,,352.0,0.0,0.79,-25.44,-0.3,0
2018-05-26,192.0,28.0,63.91,22.6,9500.0,982.0,59.0,29.8,150.0,,,352.0,-9.0,-1.68,-26.14,-0.31,0
2018-06-05,164.0,28.0,63.96,22.6,9500.0,992.0,57.0,32.0,50.0,,,352.0,-77.0,-18.68,-28.23,-0.4,0
2018-06-08,329.0,104.62,64.0,22.6,9500.0,909.0,59.0,29.0,100.0,,,352.0,459.0,37.86,-20.44,0.47,2
2018-06-18,185.0,28.0,64.01,22.6,9500.0,983.0,59.0,31.0,150.0,,,352.0,-400.0,23.04,-29.04,0.01,1
2018-06-23,153.0,28.0,63.91,22.6,9500.0,,59.0,30.0,150.0,,,352.0,-90.0,-0.82,-13.6,-0.68,0
2018-07-16,182.0,28.0,64.03,22.6,9500.0,1007.0,59.0,29.0,140.0,,,352.0,82.0,-9.36,2.12,-0.55,0
2018-07-18,181.0,28.0,63.94,22.6,9500.0,1007.0,59.0,29.0,140.0,,,352.0,-4.0,-17.07,-0.93,0.03,0
2018-07-26,184.0,55.2,63.99,22.6,9500.0,,59.0,29.0,140.0,,,352.0,9.0,-23.71,-2.43,-0.03,1
2018-07-30,98.0,29.48,64.1,22.6,9500.0,,59.0,27.0,140.0,,,352.0,-238.0,-66.11,-12.08,-0.44,1
2018-08-08,325.0,97.6,64.05,22.6,9500.0,898.0,59.0,28.7,100.0,,,352.0,631.0,31.18,2.6,0.4,2
2018-08-11,365.0,109.24,71.97,22.6,9500.0,,61.0,36.0,120.0,,277.0,387.0,398.0,114.32,23.15,1.53,2
2018-08-19,293.0,97.68,63.96,22.6,9500.0,906.0,59.0,28.0,110.0,,,352.0,-489.0,104.07,26.4,0.57,2
2018-08-22,303.0,91.04,64.06,22.6,9500.0,911.0,59.0,28.0,100.0,,191.0,352.0,30.0,94.86,29.94,0.56,2
2018-08-30,294.0,88.15,64.01,22.6,9500.0,914.0,59.0,28.0,100.0,,191.0,352.0,-26.0,70.25,31.41,0.51,2
2018-09-04,204.0,28.0,64.02,22.6,9500.0,966.0,57.0,32.0,60.0,,,352.0,-250.0,8.89,24.22,0.07,0
2018-09-12,356.0,106.64,71.99,22.6,9500.0,788.0,61.0,36.0,110.0,,279.0,387.0,704.0,-13.04,34.46,1.79,0
2018-09-18,125.0,37.28,89.97,22.6,9500.0,870.0,57.8,32.8,100.0,100.0,268.0,387.0,-25.0,16.86,55.53,0.36,0
2018-09-19,146.0,43.93,88.0,22.6,9500.0,851.0,58.5,34.0,100.0,100.0,268.0,387.0,-29.0,88.29,61.12,1.37,2
2018-09-21,201.0,60.4,84.02,22.6,9500.0,840.0,59.0,34.0,100.0,100.0,269.0,387.0,41.0,97.29,61.83,1.97,0
2018-09-22,252.0,60.69,80.03,22.6,9500.0,826.0,59.0,34.0,100.0,100.0,268.0,387.0,4.0,95.11,61.69,1.49,0
2018-09-23,259.0,77.74,80.03,22.6,9500.0,821.0,59.0,34.0,100.0,100.0,269.0,387.0,35.0,78.0,59.09,1.58,2
2018-09-24,255.0,77.74,80.02,22.6,9500.0,815.0,59.0,34.0,100.0,100.0,269.0,387.0,-21.0,5.79,52.7,1.5,2
2018-09-26,255.0,77.74,80.02,22.6,9500.0,815.0,59.0,34.0,100.0,100.0,269.0,387.0,0.0,8.82,35.1,3.67,2
2018-09-30,361.0,108.9,71.97,22.6,9500.0,805.0,59.0,33.0,100.0,100.0,268.0,387.0,12.0,9.39,34.23,0.42,2
2018-10-10,363.0,108.9,72.01,22.6,9500.0,774.0,61.0,37.0,110.0,100.0,273.0,387.0,9.0,5.29,45.05,-0.0,0
2018-10-13,365.0,108.9,71.97,22.6,9500.0,790.0,61.0,36.5,110.0,100.0,273.0,387.0,5.0,4.71,39.92,0.6,2
2018-10-16,366.0,108.9,71.97,22.6,9500.0,778.0,61.0,36.0,110.0,100.0,279.0,387.0,4.0,3.57,33.75,0.55,2
2018-10-20,372.0,111.55,71.99,22.6,9500.0,775.0,61.0,36.0,110.0,110.0,273.0,387.0,22.0,8.21,25.3,0.63,2
2018-11-08,325.0,97.68,64.05,22.6,9500.0,895.0,59.0,28.5,110.0,,,352.0,-424.0,-36.68,-5.74,0.59,1
2018-11-13,363.0,108.95,72.01,22.6,9500.0,,61.0,36.3,120.0,,277.0,387.0,393.0,-26.18,-3.83,0.02,1
2018-11-18,378.0,109.24,72.02,22.6,9500.0,771.0,61.0,37.0,120.0,,278.0,387.0,54.0,-8.93,-1.31,0.08,0
2018-11-22,366.0,109.53,71.97,22.6,9500.0,782.0,61.0,36.0,120.0,,277.0,387.0,-45.0,2.54,-1.5,0.07,0
2018-11-25,363.0,108.95,72.01,22.6,9500.0,782.0,61.0,36.0,120.0,,278.0,387.0,-9.0,13.43,-0.98,0.03,0
2018-11-28,361.0,108.09,71.97,22.6,9500.0,780.0,61.0,36.0,120.0,,277.0,387.0,-9.0,24.11,-0.76,0.02,0
2018-12-14,230.0,69.07,72.02,22.6,9500.0,775.0,61.0,36.0,110.0,,277.0,387.0,-466.0,-11.36,-12.82,-0.37,1
2018-12-15,366.0,105.77,71.97,22.6,9500.0,733.6,61.0,38.8,120.0,,275.9,387.0,484.0,-37.46,-9.65,0.02,1
2018-12-19,355.0,106.35,71.98,22.6,9500.0,733.0,61.0,38.8,120.0,,275.0,387.0,-39.0,-25.96,-7.73,-0.01,0
2018-12-22,353.0,106.06,72.03,22.6,9500.0,780.0,61.0,38.6,120.0,,276.0,387.0,-5.0,-6.21,-5.51,-0.02,0
2018-12-26,355.0,106.54,72.02,22.6,9500.0,772.0,61.0,38.5,120.0,,276.0,387.0,7.0,11.04,-2.68,-0.02,0
2019-01-08,332.0,95.95,71.98,22.6,9500.0,816.0,61.0,41.0,120.0,,287.0,387.0,-84.0,19.32,-1.97,-0.09,0
2019-01-09,330.0,99.13,72.03,22.6,9500.0,806.0,61.0,41.0,120.0,,287.0,387.0,-5.0,29.79,-0.75,-0.1,1
2019-01-17,351.0,105.49,72.01,22.6,9500.0,778.0,61.0,38.3,120.0,,276.0,387.0,74.0,-14.54,3.86,-0.06,0
2019-01-21,356.0,106.64,71.99,22.6,9500.0,778.0,61.0,38.3,120.0,,276.0,387.0,17.0,-3.32,-4.7,0.41,0
2019-02-12,313.0,93.93,76.03,22.6,8800.0,,61.5,65.0,100.0,50.0,248.0,402.0,35.0,7.32,-0.91,0.01,0
2019-02-18,347.0,104.33,72.04,22.6,9500.0,775.0,61.0,39.0,120.0,,279.0,387.0,-65.0,8.89,2.76,-0.08,0
2019-02-28,347.0,104.33,72.04,22.6,9500.0,779.0,61.0,39.0,120.0,,278.0,387.0,0.0,12.21,5.43,-0.05,0
2019-03-04,345.0,103.46,72.0,22.6,9500.0,784.0,61.0,38.0,120.0,,279.0,387.0,-9.0,3.57,7.83,-0.05,0
2019-03-06,343.0,102.88,71.98,22.6,9500.0,809.0,61.0,39.0,120.0,,280.0,387.0,-8.0,-8.32,10.0,-0.05,0
2019-03-14,354.0,106.06,71.63,22.6,9500.0,779.0,61.0,38.0,120.0,,277.0,387.0,24.0,-8.64,-2.24,0.52,0
2019-03-27,354.0,106.06,71.63,22.6,9500.0,779.0,61.0,38.0,120.0,,277.0,387.0,0.0,-6.32,-0.39,-0.04,0
2019-04-02,356.0,106.64,71.99,22.6,9500.0,778.0,61.0,38.3,120.0,,276.0,387.0,23.0,4.29,1.09,0.0,0
2019-04-07,338.0,101.44,71.97,22.6,9500.0,795.0,61.0,39.0,120.0,,283.0,387.0,-65.0,-0.11,0.53,-0.04,0
2019-04-12,309.0,92.48,75.97,22.6,8800.0,847.0,61.5,65.0,100.0,50.0,248.0,402.0,80.0,5.32,2.73,0.01,0
2019-04-15,351.0,105.49,72.01,22.6,9500.0,787.0,61.0,38.0,120.0,,278.0,387.0,-32.0,4.43,1.17,0.06,0
2019-04-25,354.0,106.06,71.63,22.6,9500.0,787.0,61.0,38.0,120.0,,278.0,387.0,-6.0,0.96,-1.03,0.06,0
2019-05-10,375.0,112.42,72.01,22.6,8800.0,789.0,60.0,59.0,170.0,50.0,246.0,402.0,92.0,9.93,1.54,0.07,0
2019-05-12,310.0,93.06,76.02,22.6,8800.0,820.0,62.0,65.0,100.0,50.0,248.0,402.0,-47.0,10.57,2.95,0.02,0
2019-05-15,347.0,104.04,71.99,22.6,9500.0,784.0,61.0,38.0,120.0,,280.0,387.0,-54.0,7.11,3.88,-0.05,0
2019-05-21,343.0,102.88,71.98,22.6,9500.0,809.0,61.0,39.0,120.0,,280.0,387.0,-15.0,-6.11,2.53,-0.01,0
2019-06-05,354.0,106.06,71.63,22.6,9500.0,787.0,61.0,38.0,120.0,,278.0,387.0,24.0,-5.96,1.94,0.01,0
2019-06-09,330.0,99.13,72.03,22.6,9500.0,817.0,61.0,41.0,120.0,,285.0,387.0,-68.0,-16.32,-0.93,-0.04,0
2019-06-17,346.0,104.04,72.03,22.6,9500.0,791.0,61.0,38.0,120.0,,279.0,387.0,57.0,-18.79,-2.19,0.01,0
2019-06-20,346.0,104.04,72.03,22.6,9500.0,791.0,61.0,38.0,120.0,,279.0,387.0,0.0,-7.71,-2.73,-0.01,0
2019-07-05,341.0,102.31,71.98,22.6,9500.0,788.0,61.0,38.0,120.0,,278.0,387.0,-20.0,-1.82,-3.78,-0.02,0
2019-07-08,329.0,95.95,72.02,22.6,9500.0,805.0,61.0,41.0,120.0,,289.0,387.0,-41.0,-5.32,-5.12,-0.07,0
2019-07-16,334.0,100.28,72.03,22.6,9500.0,806.0,61.0,40.7,120.0,,287.0,387.0,18.0,-6.79,-7.66,-0.01,0
2019-07-20,344.0,99.42,72.03,22.6,9500.0,805.0,61.0,41.0,120.0,,280.0,387.0,36.0,0.11,-6.49,-0.04,0
2019-07-27,332.0,95.95,71.98,22.6,9500.0,816.0,61.0,41.0,120.0,,287.0,387.0,-45.0,-6.89,-7.41,-0.06,0
2019-08-01,366.0,105.77,71.97,22.6,9500.0,733.6,61.0,38.8,120.0,,275.9,387.0,121.0,7.04,-4.77,0.05,2
