name_,date,prueba_de_produccion_petróleo_a_24_horas_bbld,prueba_de_producción_agua_a_24_horas_bbld,prueba_pozooil_24__prueba_pozowater_24,prueba_de_producción_gas_a_24_horas_mcfd,bsw_pct,gravedad_api_del_petroleo,salinidad_ppm_pu,presion_de_intake_psi,frecuencia_bomba_hz,amperaje_bomba_amp,presion_de_tubing_psi,presion_de_casing_psi,tipo_de_bomba,temperatura_de_la_bomba_deg_f,etapas_de_la_bomba,campo,delta_1,delta_3,slope_7,slope_14,evento_hibrido,Unnamed: 23,regimen_id,qtot_lo,qtot_hi,gas_hi,hz_hi,pint_lo,qtot_lo_p,qtot_hi_p,gas_hi_p,hz_hi_p,pint_lo_p,qtot_lo_eff,qtot_hi_eff,gas_hi_eff,hz_hi_eff,pint_lo_eff,env_q,env_gate,slope7_mean,slope7_std,d1_p,Qt_prev14,ratio14,confirm,enough,fuera_inst,alarma_instantanea,persist,persist_ref,pred_evento
SCHAE-375UI,2018-07-17,213.0,2.0,215.0,33.02,0.93,19.3,3900.0,356.0,50.0,29.0,82.0,,D460N,,328.0,SACHA SUR,10.0,-3.0,0.54,0.13,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,0,4.3,21.55,39.4,208.0,0.03,0,1,1,0,0,0,0
SCHAE-375UI,2018-07-25,202.0,2.0,204.0,31.31,0.98,19.3,3900.0,255.0,50.0,30.0,80.0,,D460N,,328.0,SACHA SUR,-11.0,-12.0,-1.68,-0.44,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,204.0,0.0,0,1,0,0,0,0,0
SCHAE-375UI,2018-08-18,211.0,2.0,213.0,31.31,0.94,19.3,3900.0,,50.0,30.0,80.0,,D460N,,328.0,SACHA SUR,9.0,8.0,-1.79,-0.44,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,0,4.3,21.55,39.4,213.0,0.0,0,1,1,0,0,0,0
SCHAE-375UI,2018-08-27,206.0,2.0,208.0,31.93,0.96,19.3,3900.0,237.0,50.0,30.0,80.0,,D460N,306.0,328.0,SACHA SUR,-5.0,-7.0,-1.32,-0.53,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,215.0,-0.03,0,1,0,0,0,0,0
SCHAE-375UI,2018-09-06,211.0,2.0,213.0,32.71,0.94,19.8,3900.0,,50.0,29.0,90.0,,D460N,,328.0,SACHA SUR,5.0,9.0,-0.18,-0.51,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,0,4.3,21.55,39.4,213.0,0.0,0,1,1,0,0,0,0
SCHAE-375UI,2018-09-09,213.0,2.0,215.0,33.02,0.93,19.3,3900.0,324.0,52.5,30.0,110.0,,D460N,311.0,328.0,SACHA SUR,2.0,2.0,1.07,-0.03,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,0,4.3,21.55,39.4,225.0,-0.04,0,1,1,0,0,0,0
SCHAE-375UI,2018-09-10,217.0,2.0,219.0,33.64,0.91,19.3,3900.0,237.0,51.0,30.0,60.0,,D460N,312.0,328.0,SACHA SUR,4.0,11.0,1.21,0.3,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,0,4.3,21.55,39.4,216.0,0.01,0,1,1,0,0,0,0
SCHAE-375UI,2018-09-15,217.0,2.0,219.0,33.64,0.91,19.3,3900.0,249.0,52.5,32.0,60.0,,D460N,314.0,328.0,SACHA SUR,0.0,6.0,2.29,0.36,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,0,4.3,21.55,39.4,208.0,0.05,0,1,1,0,0,0,0
SCHAE-375UI,2018-09-23,217.0,2.0,219.0,33.64,0.91,19.3,3900.0,237.0,51.0,30.0,60.0,,D460N,312.0,328.0,SACHA SUR,0.0,4.0,1.64,0.24,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,0,4.3,21.55,39.4,204.0,0.07,0,1,1,0,0,0,0
SCHAE-375UI,2018-10-05,205.0,2.0,207.0,31.78,0.97,19.8,3900.0,277.0,50.0,29.0,90.0,,D460N,,328.0,SACHA SUR,-12.0,-12.0,0.46,-0.02,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,212.0,-0.02,0,1,0,0,0,0,0
SCHAE-375UI,2018-10-11,214.0,2.0,216.0,33.17,0.93,19.3,3900.0,,51.1,29.0,40.0,,D460N,310.0,328.0,SACHA SUR,9.0,-3.0,-0.25,0.25,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,0,4.3,21.55,39.4,220.0,-0.02,0,1,1,0,0,0,0
SCHAE-375UI,2018-10-17,217.0,2.0,219.0,33.64,0.91,19.3,3900.0,258.0,52.5,31.0,60.0,,D460N,311.0,328.0,SACHA SUR,3.0,0.0,-0.21,0.57,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,0,4.3,21.55,39.4,218.0,0.0,0,1,1,0,0,0,0
SCHAE-375UI,2018-10-24,219.0,2.0,221.0,33.95,0.9,19.3,3900.0,263.0,53.0,31.0,90.0,,D460N,310.0,328.0,SACHA SUR,2.0,14.0,0.11,0.87,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,0,4.3,21.55,39.4,216.0,0.02,0,1,1,0,0,0,0
SCHAE-375UI,2018-11-22,216.0,2.0,218.0,33.48,0.92,19.3,3900.0,250.0,51.0,29.0,50.0,,D460N,311.0,328.0,SACHA SUR,-3.0,2.0,0.46,0.7,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,0,4.3,21.55,39.4,205.0,0.06,0,1,1,0,0,0,0
SCHAE-375UI,2018-12-14,214.0,2.0,216.0,33.17,0.93,19.3,4000.0,250.0,51.8,30.0,50.0,,D460N,310.0,328.0,SACHA SUR,-2.0,-3.0,0.64,0.75,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,0,4.3,21.55,39.4,215.0,0.0,0,1,1,0,0,0,0
SCHAE-375UI,2018-12-28,204.0,2.0,206.0,31.62,0.97,19.3,4000.0,249.0,51.0,29.0,70.0,,D460N,307.0,328.0,SACHA SUR,-10.0,-15.0,-0.14,0.14,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,204.0,0.01,0,1,0,0,0,0,0
SCHAE-375UI,2018-12-30,207.0,2.0,209.0,32.09,0.96,19.3,4000.0,250.0,51.3,29.0,60.0,,D460N,308.0,328.0,SACHA SUR,3.0,-9.0,-1.86,-0.09,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,213.0,-0.02,0,1,0,0,0,0,0
SCHAE-375UI,2019-01-05,202.0,2.0,204.0,31.31,0.98,19.3,4000.0,222.0,50.0,29.0,100.0,,D460N,304.0,328.0,SACHA SUR,-5.0,-12.0,-2.89,-0.62,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,208.0,-0.02,0,1,0,0,0,0,0
SCHAE-375UI,2019-01-19,209.0,2.0,211.0,32.4,0.95,19.3,4000.0,250.0,51.0,29.0,84.0,,D460N,308.0,328.0,SACHA SUR,7.0,5.0,-2.32,-0.76,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,0,4.3,21.55,39.4,213.0,-0.01,0,1,1,0,0,0,0
SCHAE-375UI,2019-01-28,210.0,2.0,212.0,32.55,0.94,19.3,4000.0,227.0,51.0,29.0,80.0,,D460N,308.0,328.0,SACHA SUR,1.0,3.0,-1.07,-0.8,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,0,4.3,21.55,39.4,215.0,-0.01,0,1,1,0,0,0,0
SCHAE-375UI,2019-02-07,196.0,2.0,198.0,30.38,1.01,19.3,4000.0,272.0,50.0,30.0,50.0,,D460N,311.0,328.0,SACHA SUR,-14.0,-6.0,-1.43,-1.09,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,219.0,-0.1,0,1,0,0,0,0,0
SCHAE-375UI,2019-02-20,208.0,2.0,210.0,32.24,0.95,19.3,4000.0,250.0,51.2,29.0,80.0,,D460N,308.0,328.0,SACHA SUR,12.0,-1.0,-0.07,-0.95,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,219.0,-0.04,0,1,0,0,0,0,0
SCHAE-375UI,2019-03-03,209.0,2.0,211.0,32.4,0.95,19.3,4000.0,223.0,51.0,29.0,40.0,,D460N,309.0,328.0,SACHA SUR,1.0,-1.0,0.18,-0.73,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,0,4.3,21.55,39.4,219.0,-0.04,0,1,1,0,0,0,0
SCHAE-375UI,2019-03-09,188.0,2.0,190.0,29.14,1.05,19.3,4000.0,259.0,50.0,29.0,80.0,,D460N,318.0,328.0,SACHA SUR,-21.0,-8.0,-1.57,-1.48,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,0,4.3,21.55,39.4,207.0,-0.08,0,1,1,0,0,0,0
SCHAE-375UI,2019-03-16,208.0,2.0,210.0,32.24,0.95,19.3,4000.0,250.0,51.2,29.0,80.0,,D460N,308.0,328.0,SACHA SUR,20.0,0.0,-1.21,-1.29,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,216.0,-0.03,0,1,0,0,0,0,0
SCHAE-375UI,2019-03-28,204.0,2.0,206.0,31.62,0.97,19.3,4000.0,221.0,51.0,29.0,80.0,,D460N,308.0,328.0,SACHA SUR,-4.0,-5.0,-0.5,-1.09,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,219.0,-0.06,0,1,0,0,0,0,0
SCHAE-375UI,2019-04-11,193.0,2.0,195.0,29.92,1.03,19.3,4000.0,409.0,54.0,17.0,250.0,80.0,D460N,324.9,244.0,SACHA SUR,-11.0,5.0,-0.64,-1.07,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,0,4.3,21.55,39.4,221.0,-0.12,0,1,1,0,0,0,0
SCHAE-375UI,2019-04-21,207.0,2.0,209.0,32.09,0.96,19.3,4000.0,272.0,50.0,29.0,100.0,,D460N,305.0,328.0,SACHA SUR,14.0,-1.0,-0.68,-0.64,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,218.0,-0.04,0,1,0,0,0,0,0
SCHAE-375UI,2019-05-01,208.0,2.0,210.0,32.24,0.95,19.3,4000.0,250.0,51.0,29.0,80.0,,D460N,308.0,328.0,SACHA SUR,1.0,4.0,0.71,-0.21,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,216.0,-0.03,0,1,0,0,0,0,0
SCHAE-375UI,2019-05-15,202.0,2.0,204.0,31.31,0.98,19.3,4000.0,222.0,50.0,29.0,100.0,,D460N,304.0,328.0,SACHA SUR,-6.0,9.0,1.61,-0.26,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,206.0,-0.01,0,1,0,0,0,0,0
SCHAE-375UI,2019-05-26,196.0,2.0,198.0,30.38,1.01,19.3,4000.0,224.0,50.0,29.0,100.0,,D460N,304.0,328.0,SACHA SUR,-6.0,-11.0,-0.89,-0.36,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,209.0,-0.05,0,1,0,0,0,0,0
SCHAE-375UI,2019-06-12,189.0,2.0,191.0,29.3,1.05,19.3,4000.0,231.0,57.0,16.0,110.0,,D460N,265.0,244.0,SACHA SUR,-7.0,-19.0,-1.57,-0.79,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,0,4.3,21.55,39.4,204.0,-0.06,0,1,1,0,0,0,0
SCHAE-375UI,2019-06-20,196.0,2.0,198.0,30.38,1.01,19.3,4000.0,272.0,50.0,30.0,50.0,,D460N,311.0,328.0,SACHA SUR,7.0,-6.0,-1.39,-0.73,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,211.0,-0.06,0,1,0,0,0,0,0
SCHAE-375UI,2019-07-11,196.0,2.0,198.0,30.38,1.01,19.3,4000.0,241.0,59.0,16.0,150.0,80.0,D460N,268.0,244.0,SACHA SUR,0.0,0.0,-2.5,-0.57,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,212.0,-0.07,0,1,0,0,0,0,0
SCHAE-375UI,2019-07-14,196.0,2.0,198.0,30.38,1.01,19.3,4000.0,263.0,50.0,30.0,120.0,,D460N,313.0,328.0,SACHA SUR,0.0,7.0,-1.71,-0.82,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,198.0,0.0,0,1,0,0,0,0,0
SCHAE-375UI,2019-07-29,196.0,2.0,198.0,30.38,1.01,19.3,4000.0,263.0,50.0,30.0,120.0,,D460N,315.0,328.0,SACHA SUR,0.0,0.0,-0.39,-0.67,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,210.0,-0.06,0,1,0,0,0,0,0
SCHAE-375UI,2019-08-02,208.0,2.0,210.0,32.24,0.95,19.3,4000.0,250.0,51.2,29.0,80.0,,D460N,308.0,328.0,SACHA SUR,12.0,12.0,1.79,-0.09,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,211.0,-0.0,0,1,0,0,0,0,0
SCHAE-375UI,2019-08-11,196.0,2.0,198.0,30.38,1.01,19.3,4000.0,259.0,59.0,17.0,130.0,80.0,D460N,272.0,244.0,SACHA SUR,-12.0,0.0,1.61,-0.54,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,190.0,0.04,0,1,0,0,0,0,0
SCHAE-375UI,2019-08-25,193.0,2.0,195.0,29.92,1.03,19.3,4000.0,263.0,50.0,29.0,90.0,,D460N,313.0,328.0,SACHA SUR,-3.0,-3.0,0.11,-0.46,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,0,4.3,21.55,39.4,210.0,-0.07,0,1,1,0,0,0,0
SCHAE-375UI,2019-09-16,193.0,2.0,195.0,29.92,1.03,19.3,4000.0,259.0,50.0,29.0,90.0,,D460N,313.0,328.0,SACHA SUR,0.0,-15.0,-0.54,-0.44,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,0,4.3,21.55,39.4,206.0,-0.05,0,1,1,0,0,0,0
SCHAE-375UI,2019-09-29,193.0,2.0,195.0,29.92,1.03,19.3,4000.0,259.0,50.0,29.0,90.0,,D460N,313.0,328.0,SACHA SUR,0.0,-3.0,-1.07,-0.73,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,0,4.3,21.55,39.4,195.0,0.0,0,1,1,0,0,0,0
SCHAE-375UI,2019-10-06,196.0,2.0,198.0,30.38,1.01,19.3,4000.0,224.0,50.0,29.0,100.0,,D460N,304.0,328.0,SACHA SUR,3.0,3.0,-1.18,-0.48,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,209.0,-0.05,0,1,0,0,0,0,0
SCHAE-375UI,2019-10-19,199.0,2.0,201.0,29.92,0.99,19.3,4000.0,259.0,50.0,29.0,90.0,,D460N,313.0,328.0,SACHA SUR,3.0,6.0,-0.96,-0.06,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,210.0,-0.04,0,1,0,0,0,0,0
SCHAE-375UI,2019-11-08,196.0,2.0,198.0,30.38,1.01,19.3,4000.0,263.0,50.0,30.0,120.0,,D460N,315.0,328.0,SACHA SUR,-3.0,3.0,0.54,0.12,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,204.0,-0.03,0,1,0,0,0,0,0
SCHAE-375UI,2019-11-18,196.0,2.0,198.0,30.38,1.01,19.3,4000.0,259.0,59.0,17.0,130.0,80.0,D460N,272.0,244.0,SACHA SUR,0.0,0.0,0.75,0.12,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,198.0,0.0,0,1,0,0,0,0,0
SCHAE-375UI,2019-11-25,189.0,2.0,191.0,29.3,1.05,19.3,4000.0,229.0,57.0,16.0,90.0,,D460N,265.0,244.0,SACHA SUR,-7.0,-10.0,-0.21,-0.31,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,0,4.3,21.55,39.4,191.0,0.0,0,1,1,0,0,0,0
SCHAE-375UI,2019-12-04,204.0,2.0,206.0,31.62,0.97,19.3,4000.0,221.0,51.0,29.0,80.0,,D460N,308.0,328.0,SACHA SUR,15.0,8.0,0.57,-0.07,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,198.0,0.04,0,1,0,0,0,0,0
SCHAE-375UI,2019-12-18,213.0,2.0,215.0,33.02,0.93,19.3,4000.0,208.0,56.0,15.0,260.0,,D460N,264.0,244.0,SACHA SUR,9.0,17.0,1.93,0.38,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,1,4.3,21.55,39.4,198.0,0.09,0,1,1,0,0,0,0
SCHAE-375UI,2019-12-30,213.0,2.0,215.0,33.02,0.93,19.3,4000.0,208.0,56.0,15.0,260.0,,D460N,264.0,244.0,SACHA SUR,0.0,24.0,3.0,0.76,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,1,4.3,21.55,39.4,198.0,0.09,0,1,1,0,0,0,0
SCHAE-375UI,2020-01-13,213.0,2.0,215.0,33.02,0.93,19.3,4000.0,239.0,56.0,16.0,260.0,,D460N,263.0,244.0,SACHA SUR,0.0,9.0,3.89,1.07,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,0,4.3,21.55,39.4,198.0,0.09,0,1,1,0,0,0,0
SCHAE-375UI,2020-01-16,213.0,2.0,215.0,33.02,0.93,19.3,4000.0,218.0,56.0,16.0,240.0,,D460N,261.0,244.0,SACHA SUR,0.0,0.0,3.86,1.69,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,1,4.3,21.55,39.4,210.0,0.02,0,1,1,0,0,0,0
SCHAE-375UI,2020-01-31,210.0,2.0,212.0,32.55,0.94,19.3,4000.0,208.0,56.0,16.0,240.0,,D460N,261.0,244.0,SACHA SUR,-3.0,-3.0,2.89,1.82,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,0,4.3,21.55,39.4,198.0,0.07,0,1,1,0,0,0,0
SCHAE-375UI,2020-02-04,208.0,2.0,210.0,32.24,0.95,19.3,4000.0,239.0,56.8,16.0,50.0,,D460N,263.0,244.0,SACHA SUR,-2.0,-5.0,0.21,1.72,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,195.0,0.08,0,1,0,0,0,0,0
SCHAE-375UI,2020-02-07,204.0,2.0,206.0,31.62,0.97,19.3,4000.0,238.0,56.0,15.0,78.0,,D460N,258.0,244.0,SACHA SUR,-4.0,-9.0,-1.43,1.45,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,195.0,0.06,0,1,0,0,0,0,0
SCHAE-375UI,2020-02-13,210.0,2.0,212.0,32.55,0.94,19.3,4000.0,208.0,56.0,16.0,240.0,,D460N,261.0,244.0,SACHA SUR,6.0,0.0,-1.14,1.3,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,0,4.3,21.55,39.4,195.0,0.09,0,1,1,0,0,0,0
SCHAE-375UI,2020-02-26,206.0,2.0,208.0,31.93,0.96,19.3,4000.0,239.0,56.0,16.0,100.0,,D460N,263.0,244.0,SACHA SUR,-4.0,-2.0,-1.18,1.05,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,198.0,0.05,0,1,0,0,0,0,0
SCHAE-375UI,2020-03-14,205.0,2.0,207.0,31.78,0.97,19.3,4000.0,234.0,56.2,17.0,104.0,,D460N,263.0,244.0,SACHA SUR,-1.0,1.0,-1.07,0.84,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,201.0,0.03,0,1,0,0,0,0,0
SCHAE-375UI,2020-03-24,208.0,2.0,210.0,32.24,0.95,19.3,4000.0,240.0,56.0,16.0,50.0,,D460N,262.0,244.0,SACHA SUR,3.0,-2.0,-0.36,0.58,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,198.0,0.06,0,1,0,0,0,0,0
SCHAE-375UI,2020-03-25,208.0,2.0,210.0,32.24,0.95,19.3,4000.0,239.0,56.8,16.0,50.0,,D460N,263.0,244.0,SACHA SUR,0.0,2.0,0.11,0.28,0,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,198.0,0.06,0,1,0,0,0,0,0
SCHAE-375UI,2020-03-30,156.0,2.0,158.0,32.24,1.27,19.3,4000.0,315.0,56.8,16.0,50.0,,D460N,263.0,244.0,SACHA SUR,-52.0,-49.0,-5.21,-1.8,1,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,0,4.3,21.55,39.4,191.0,-0.17,1,1,1,1,0,0,1
SCHAE-375UI,2020-04-06,208.0,2.0,210.0,32.24,0.95,19.3,4000.0,238.0,56.0,15.0,78.0,,D460N,258.0,244.0,SACHA SUR,52.0,0.0,-3.68,-1.75,2,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,1,0,4.3,21.55,39.4,206.0,0.02,1,1,0,0,0,0,0
SCHAE-375UI,2020-04-12,157.0,2.0,159.0,24.34,1.26,19.3,4000.0,241.0,57.4,15.5,90.0,,D460N,257.0,244.0,SACHA SUR,-51.0,-51.0,-6.89,-2.88,1,,SCHAE-375UI||D460N,197.4,210.0,32.71,56.8,224.0,206.0,391.0,61.23,61.0,227.0,197.4,210.0,32.71,56.8,224.0,0,0,4.3,21.55,39.4,215.0,-0.26,1,1,1,1,0,0,1
