name_,date,prueba_de_produccion_petróleo_a_24_horas_bbld,prueba_de_producción_agua_a_24_horas_bbld,prueba_pozooil_24__prueba_pozowater_24,prueba_de_producción_gas_a_24_horas_mcfd,bsw_pct,gravedad_api_del_petroleo,salinidad_ppm_pu,presion_de_intake_psi,frecuencia_bomba_hz,amperaje_bomba_amp,presion_de_tubing_psi,presion_de_casing_psi,tipo_de_bomba,temperatura_de_la_bomba_deg_f,etapas_de_la_bomba,campo,delta_1,delta_3,slope_7,slope_14,evento_hibrido,Unnamed: 23,regimen_id,qtot_lo,qtot_hi,gas_hi,hz_hi,pint_lo,qtot_lo_p,qtot_hi_p,gas_hi_p,hz_hi_p,pint_lo_p,qtot_lo_eff,qtot_hi_eff,gas_hi_eff,hz_hi_eff,pint_lo_eff,env_q,env_gate,slope7_mean,slope7_std,d1_p,Qt_prev14,ratio14,confirm,enough,fuera_inst,alarma_instantanea,persist,persist_ref,pred_evento
SCH-018UI,2020-07-18,273.0,669.0,942.0,203.2,71.02,23.1,9100.0,670.0,78.5,25.0,120.0,,NHV(790-1000)H,255.0,292.0,SACHA CENTRAL,53.0,-18.0,8.64,-0.2,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,898.0,0.05,0,1,0,0,0,0,0
SCH-018UI,2020-07-28,272.0,666.0,938.0,217.6,71.0,23.1,9100.0,666.0,78.5,25.0,120.0,,NHV(790-1000)H,255.0,292.0,SACHA CENTRAL,-4.0,-22.0,8.04,1.92,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,969.0,-0.03,0,1,0,0,0,0,0
SCH-018UI,2020-08-02,269.0,629.0,898.0,215.2,70.04,23.1,9100.0,622.0,78.5,24.0,135.0,,NHV(790-1000)H,268.0,292.0,SACHA CENTRAL,-40.0,9.0,0.25,0.69,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,898.0,0.0,0,1,0,0,0,0,0
SCH-018UI,2020-08-10,275.0,672.0,947.0,220.0,70.96,23.1,9100.0,713.0,75.0,20.0,80.0,,NHV(790-1000)H,246.0,292.0,SACHA CENTRAL,49.0,5.0,-4.07,0.87,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,898.0,0.05,0,1,0,0,0,0,0
SCH-018UI,2020-08-11,281.0,688.0,969.0,224.8,71.0,23.1,9100.0,710.0,76.0,21.0,85.0,,NHV(790-1000)H,247.0,292.0,SACHA CENTRAL,22.0,31.0,3.54,1.52,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,900.0,0.08,0,1,0,0,0,0,0
SCH-018UI,2020-08-16,271.0,663.0,934.0,216.8,70.98,23.1,9100.0,675.0,78.5,25.0,120.0,,NHV(790-1000)H,254.0,292.0,SACHA CENTRAL,-35.0,36.0,7.07,2.48,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,949.0,-0.02,0,1,0,0,0,0,0
SCH-018UI,2020-08-19,272.0,666.0,938.0,217.6,71.0,23.1,9100.0,688.0,78.5,25.0,100.0,,NHV(790-1000)H,254.0,292.0,SACHA CENTRAL,4.0,-9.0,1.82,4.16,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,965.0,-0.03,0,1,0,0,0,0,0
SCH-018UI,2020-08-22,280.0,685.0,965.0,224.0,70.98,23.1,9100.0,686.0,75.0,20.0,120.0,,NHV(790-1000)H,246.0,292.0,SACHA CENTRAL,27.0,-4.0,5.29,4.58,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,900.0,0.07,0,1,0,0,0,0,0
SCH-018UI,2020-08-25,282.0,692.0,974.0,225.6,71.05,23.1,9100.0,686.0,75.0,20.0,120.0,,NHV(790-1000)H,246.0,292.0,SACHA CENTRAL,9.0,40.0,8.32,4.74,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,893.0,0.09,0,1,0,0,0,0,0
SCH-018UI,2020-08-28,280.0,685.0,965.0,224.0,70.98,23.1,9100.0,,75.0,20.0,118.0,,NHV(790-1000)H,246.0,292.0,SACHA CENTRAL,-9.0,27.0,3.39,3.99,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,884.0,0.09,0,1,0,0,0,0,0
SCH-018UI,2020-09-09,281.0,688.0,969.0,224.8,71.0,23.1,9100.0,694.0,75.0,21.0,90.0,,NHV(790-1000)H,247.0,292.0,SACHA CENTRAL,4.0,4.0,3.5,2.7,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,875.0,0.11,0,1,0,0,0,0,0
SCH-018UI,2020-09-16,277.0,679.0,956.0,221.6,71.02,23.1,9100.0,699.0,75.0,21.0,80.0,,NHV(790-1000)H,246.0,292.0,SACHA CENTRAL,-13.0,-18.0,4.57,3.43,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,960.0,-0.0,0,1,0,0,0,0,0
SCH-018UI,2020-09-18,272.0,666.0,938.0,217.6,71.0,23.1,9100.0,696.0,75.0,21.0,80.0,,NHV(790-1000)H,246.0,292.0,SACHA CENTRAL,-18.0,-27.0,-0.82,3.66,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,960.0,-0.02,0,1,0,0,0,0,0
SCH-018UI,2020-09-22,271.0,663.0,934.0,216.8,70.98,23.1,9100.0,699.0,75.0,20.0,80.0,,NHV(790-1000)H,246.0,292.0,SACHA CENTRAL,-4.0,-35.0,-6.21,1.54,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,889.0,0.05,0,1,0,0,0,0,0
SCH-018UI,2020-09-25,272.0,666.0,938.0,217.6,71.0,23.1,9100.0,703.0,75.0,21.0,85.0,,NHV(790-1000)H,246.0,292.0,SACHA CENTRAL,4.0,-18.0,-7.18,1.07,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,942.0,-0.0,0,1,0,0,0,0,0
SCH-018UI,2020-09-29,272.0,666.0,938.0,217.6,71.0,23.1,9100.0,703.0,75.0,21.0,85.0,,NHV(790-1000)H,246.0,292.0,SACHA CENTRAL,0.0,0.0,-5.89,0.5,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,938.0,0.0,0,1,0,0,0,0,0
SCH-018UI,2020-10-08,275.0,672.0,947.0,220.0,70.96,23.1,9100.0,673.0,78.5,25.0,100.0,,NHV(790-1000)H,254.0,292.0,SACHA CENTRAL,9.0,13.0,-3.64,-1.14,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,898.0,0.05,0,1,0,0,0,0,0
SCH-018UI,2020-10-15,273.0,669.0,942.0,218.4,71.02,23.1,9100.0,709.0,75.0,20.0,85.0,,NHV(790-1000)H,246.0,292.0,SACHA CENTRAL,-5.0,4.0,-0.71,-1.52,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,947.0,-0.01,0,1,0,0,0,0,0
SCH-018UI,2020-10-20,280.0,685.0,965.0,224.0,70.98,23.1,9100.0,707.0,75.0,20.0,85.0,,NHV(790-1000)H,246.0,292.0,SACHA CENTRAL,23.0,27.0,3.79,-0.49,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,969.0,-0.0,0,1,0,0,0,0,0
SCH-018UI,2020-10-23,281.0,688.0,969.0,224.8,71.0,23.1,9100.0,711.0,76.0,20.9,80.0,,NHV(790-1000)H,246.0,292.0,SACHA CENTRAL,4.0,22.0,5.82,-0.49,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,934.0,0.04,0,1,0,0,0,0,0
SCH-018UI,2020-10-27,280.0,685.0,965.0,224.0,70.98,23.1,9100.0,709.0,76.0,20.0,85.0,,NHV(790-1000)H,246.0,292.0,SACHA CENTRAL,-4.0,23.0,5.75,-0.63,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,938.0,0.03,0,1,0,0,0,0,0
SCH-018UI,2020-11-07,254.0,621.0,875.0,203.2,70.97,23.1,9100.0,668.0,77.0,24.3,120.0,,NHV(790-1000)H,253.0,292.0,SACHA CENTRAL,-90.0,-90.0,-4.5,-2.56,1,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,0,0,1.21,23.69,71.2,965.0,-0.09,1,1,1,1,0,0,1
SCH-018UI,2020-11-10,280.0,685.0,965.0,224.0,70.98,23.1,9100.0,709.0,75.0,20.0,85.0,,NHV(790-1000)H,246.0,292.0,SACHA CENTRAL,90.0,-4.0,-2.86,-1.23,2,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,974.0,-0.01,1,1,0,0,0,0,0
SCH-018UI,2020-11-11,283.0,693.0,976.0,226.4,71.0,23.1,9100.0,721.0,76.0,21.0,85.0,,NHV(790-1000)H,247.0,292.0,SACHA CENTRAL,11.0,11.0,0.29,0.16,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,965.0,0.01,0,1,0,0,0,0,0
SCH-018UI,2020-11-21,282.0,692.0,974.0,225.6,71.05,23.1,9100.0,727.0,76.0,21.0,85.0,,NHV(790-1000)H,247.0,292.0,SACHA CENTRAL,-2.0,99.0,1.46,1.57,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,969.0,0.01,0,1,0,0,0,0,0
SCH-018UI,2020-11-25,280.0,685.0,965.0,224.0,70.98,23.1,9100.0,730.0,76.0,20.0,85.0,,NHV(790-1000)H,247.0,292.0,SACHA CENTRAL,-9.0,0.0,3.82,2.27,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,956.0,0.01,0,1,0,0,0,0,0
SCH-018UI,2020-11-29,280.0,685.0,965.0,224.0,70.98,23.1,9100.0,721.0,76.0,21.0,90.0,,NHV(790-1000)H,247.0,292.0,SACHA CENTRAL,0.0,-11.0,6.75,2.35,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,938.0,0.03,0,1,0,0,0,0,0
SCH-018UI,2020-12-02,268.0,625.0,893.0,214.4,69.99,23.1,9100.0,623.0,78.5,24.0,135.0,,NHV(790-1000)H,269.0,292.0,SACHA CENTRAL,-72.0,-81.0,1.54,0.11,1,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,934.0,-0.04,1,1,0,0,0,0,0
SCH-018UI,2020-12-03,262.0,613.0,875.0,209.6,70.06,23.1,9100.0,622.0,78.5,24.0,120.0,,NHV(790-1000)H,269.0,292.0,SACHA CENTRAL,-18.0,-90.0,-15.89,-2.33,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,0,0,1.21,23.69,71.2,938.0,-0.07,0,1,1,0,0,0,0
SCH-018UI,2020-12-09,280.0,685.0,965.0,224.0,70.98,23.1,9100.0,699.0,75.0,21.0,70.0,,NHV(790-1000)H,247.0,292.0,SACHA CENTRAL,90.0,0.0,-10.82,-1.91,2,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,938.0,0.03,1,1,0,0,0,0,0
SCH-018UI,2020-12-14,283.0,693.0,976.0,226.4,71.0,23.1,9100.0,732.0,76.0,21.0,90.0,,NHV(790-1000)H,247.0,292.0,SACHA CENTRAL,11.0,83.0,-3.0,-1.01,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,947.0,0.03,0,1,0,0,0,0,0
SCH-018UI,2020-12-18,282.0,692.0,974.0,225.6,71.05,23.1,9100.0,743.0,76.0,20.0,90.0,,NHV(790-1000)H,247.0,292.0,SACHA CENTRAL,-2.0,99.0,4.32,-0.46,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,942.0,0.03,0,1,0,0,0,0,0
SCH-018UI,2020-12-21,284.0,694.0,978.0,227.2,70.96,23.1,9100.0,748.0,76.0,21.0,90.0,,NHV(790-1000)H,248.0,292.0,SACHA CENTRAL,4.0,13.0,10.79,0.83,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,965.0,0.01,0,1,0,0,0,0,0
SCH-018UI,2020-12-27,283.0,693.0,976.0,226.4,71.0,23.1,9100.0,757.0,76.0,21.0,90.0,,NHV(790-1000)H,247.0,292.0,SACHA CENTRAL,-2.0,0.0,16.57,2.13,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,969.0,0.01,0,1,0,0,0,0,0
SCH-018UI,2021-01-11,299.0,733.0,1032.0,239.2,71.03,25.1,9100.0,824.0,160.0,23.0,105.0,,NHV(790-1000)H,250.0,292.0,SACHA CENTRAL,56.0,58.0,17.68,4.87,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,0,1,1.21,23.69,71.2,965.0,0.07,0,1,1,0,0,0,0
SCH-018UI,2021-01-26,286.0,701.0,987.0,228.8,71.02,23.1,9100.0,753.0,76.0,21.0,90.0,,NHV(790-1000)H,247.0,292.0,SACHA CENTRAL,-45.0,9.0,6.43,3.07,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,875.0,0.13,0,1,0,0,0,0,0
SCH-018UI,2021-02-01,282.0,692.0,974.0,225.6,71.05,23.1,9100.0,753.0,76.0,21.0,90.0,,NHV(790-1000)H,247.0,292.0,SACHA CENTRAL,-13.0,-2.0,2.64,3.36,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,965.0,0.01,0,1,0,0,0,0,0
SCH-018UI,2021-02-16,299.0,732.0,1031.0,239.2,71.0,23.1,9100.0,728.0,79.5,22.7,90.0,,NHV(790-1000)H,249.0,292.0,SACHA CENTRAL,57.0,-1.0,6.21,5.61,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,0,0,1.21,23.69,71.2,976.0,0.06,0,1,1,0,0,0,0
SCH-018UI,2021-02-18,318.0,777.0,1095.0,254.4,70.96,23.1,9100.0,722.0,79.5,22.7,90.0,,NHV(790-1000)H,249.0,292.0,SACHA CENTRAL,64.0,108.0,14.39,9.38,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,0,0,1.21,23.69,71.2,974.0,0.12,0,1,1,0,0,0,0
SCH-018UI,2021-02-20,319.0,781.0,1100.0,255.2,71.0,23.1,9100.0,722.0,79.5,22.7,90.0,,NHV(790-1000)H,249.0,292.0,SACHA CENTRAL,5.0,126.0,19.36,12.46,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,0,0,1.21,23.69,71.2,965.0,0.14,0,1,1,0,0,0,0
SCH-018UI,2021-02-21,299.0,732.0,1031.0,239.2,71.0,23.1,9100.0,728.0,79.5,22.7,90.0,,NHV(790-1000)H,249.0,292.0,SACHA CENTRAL,-69.0,0.0,12.29,12.98,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,0,0,1.21,23.69,71.2,965.0,0.07,0,1,1,0,0,0,0
SCH-018UI,2021-03-08,297.0,726.0,1023.0,237.6,70.97,25.1,9100.0,812.0,159.0,25.0,100.0,,NHV(790-1000)H,253.0,292.0,SACHA CENTRAL,-8.0,-72.0,10.39,10.61,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,0,0,1.21,23.69,71.2,893.0,0.15,0,1,1,0,0,0,0
SCH-018UI,2021-03-10,297.0,726.0,1023.0,237.6,70.97,25.1,9100.0,818.0,160.0,23.0,105.0,,NHV(790-1000)H,249.0,292.0,SACHA CENTRAL,0.0,-77.0,2.39,7.07,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,0,0,1.21,23.69,71.2,875.0,0.17,0,1,1,0,0,0,0
SCH-018UI,2021-03-19,299.0,733.0,1032.0,239.2,71.03,23.1,9100.0,,81.0,23.0,105.0,,NHV(790-1000)H,,292.0,SACHA CENTRAL,9.0,1.0,-7.79,6.11,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,0,0,1.21,23.69,71.2,965.0,0.07,0,1,1,0,0,0,0
SCH-018UI,2021-03-21,299.0,733.0,1032.0,239.2,71.03,23.1,9100.0,,81.0,23.0,105.0,,NHV(790-1000)H,,292.0,SACHA CENTRAL,0.0,9.0,-11.89,5.21,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,0,0,1.21,23.69,71.2,976.0,0.06,0,1,1,0,0,0,0
SCH-018UI,2021-03-25,301.0,736.0,1037.0,240.8,70.97,23.1,9100.0,,81.0,23.0,105.0,,NHV(790-1000)H,,292.0,SACHA CENTRAL,5.0,14.0,-6.36,4.14,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,0,0,1.21,23.69,71.2,974.0,0.06,0,1,1,0,0,0,0
SCH-018UI,2021-03-26,299.0,733.0,1032.0,239.2,71.03,23.1,9100.0,,81.0,23.0,105.0,,NHV(790-1000)H,,292.0,SACHA CENTRAL,-5.0,0.0,1.43,2.79,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,0,0,1.21,23.69,71.2,978.0,0.06,0,1,1,0,0,0,0
SCH-018UI,2021-03-29,299.0,733.0,1032.0,239.2,71.03,23.1,9100.0,,81.0,23.0,100.0,,NHV(790-1000)H,,292.0,SACHA CENTRAL,0.0,0.0,1.79,1.13,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,0,0,1.21,23.69,71.2,976.0,0.06,0,1,1,0,0,0,0
SCH-018UI,2021-04-01,282.0,692.0,974.0,225.6,71.05,23.1,9100.0,,76.0,21.0,90.0,,NHV(790-1000)H,247.0,292.0,SACHA CENTRAL,-58.0,-63.0,-5.25,-0.58,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,1032.0,-0.06,0,1,0,0,0,0,0
SCH-018UI,2021-04-02,289.0,707.0,996.0,231.2,70.98,23.1,9100.0,734.0,78.5,22.0,90.0,,NHV(790-1000)H,248.0,292.0,SACHA CENTRAL,22.0,-36.0,-8.18,-2.9,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,987.0,0.01,0,1,0,0,0,0,0
SCH-018UI,2021-04-04,298.0,730.0,1028.0,238.4,71.01,23.1,9100.0,,81.0,23.0,100.0,,NHV(790-1000)H,,292.0,SACHA CENTRAL,32.0,-4.0,-5.43,-4.76,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,0,0,1.21,23.69,71.2,974.0,0.06,0,1,1,0,0,0,0
SCH-018UI,2021-04-05,294.0,720.0,1014.0,235.2,71.01,25.1,9100.0,774.0,78.5,24.0,100.0,,NHV(790-1000)H,251.0,292.0,SACHA CENTRAL,-14.0,40.0,-4.04,-5.39,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,1031.0,-0.02,0,1,0,0,0,0,0
SCH-018UI,2021-04-07,299.0,733.0,1032.0,239.2,71.03,25.1,9100.0,774.0,159.0,24.0,90.0,,NHV(790-1000)H,253.0,292.0,SACHA CENTRAL,18.0,36.0,0.64,-3.32,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,0,0,1.21,23.69,71.2,1095.0,-0.06,0,1,1,0,0,0,0
SCH-018UI,2021-04-09,299.0,733.0,1032.0,239.2,71.03,25.1,9100.0,806.0,160.0,23.0,105.0,,NHV(790-1000)H,250.0,292.0,SACHA CENTRAL,0.0,4.0,4.79,-0.8,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,0,1,1.21,23.69,71.2,1100.0,-0.06,0,1,1,0,0,0,0
SCH-018UI,2021-04-13,299.0,733.0,1032.0,239.2,71.03,25.1,9100.0,,81.0,23.0,105.0,,NHV(790-1000)H,,292.0,SACHA CENTRAL,0.0,18.0,8.93,-0.27,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,0,0,1.21,23.69,71.2,1031.0,0.0,0,1,1,0,0,0,0
SCH-018UI,2021-04-18,299.0,733.0,1032.0,239.2,71.03,25.1,9100.0,,81.0,23.0,105.0,,NHV(790-1000)H,,292.0,SACHA CENTRAL,0.0,0.0,4.79,0.0,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,0,0,1.21,23.69,71.2,1023.0,0.01,0,1,1,0,0,0,0
SCH-018UI,2021-04-30,291.0,714.0,1005.0,232.8,71.04,25.1,9100.0,770.0,78.5,24.0,100.0,,NHV(790-1000)H,251.0,292.0,SACHA CENTRAL,-27.0,-27.0,-1.18,-0.54,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,1,0,1.21,23.69,71.2,1023.0,-0.02,0,1,0,0,0,0,0
SCH-018UI,2021-05-12,299.0,733.0,1032.0,239.2,71.03,25.1,9100.0,839.0,160.0,23.0,100.0,,NHV(790-1000)H,249.0,292.0,SACHA CENTRAL,27.0,0.0,-0.0,0.07,0,,SCH-018UI||NHV(790-1000)H,893.0,1017.0,237.6,159.0,623.0,617.0,1028.0,220.0,140.0,621.0,893.0,1017.0,237.6,159.0,623.0,0,1,1.21,23.69,71.2,1032.0,0.0,0,1,1,0,0,0,0
